"Jose Altuve_HOU","Carlos Correa_HOU","Ryan Braun_MIL","George Springer_HOU","Michael Brantley_CLE","Joey Votto_CIN","Edwin Encarnacion_CLE","Eric Thames_MIL","Carlos Santana_CLE","Francisco Lindor_CLE","Jason Kipnis_CLE","Jonathan Villar_MIL","Alex Bregman_HOU","Billy Hamilton_CIN","Evan Gattis_HOU","Adam Duvall_CIN","Carlos Beltran_HOU","Todd Frazier_CWS","Jose Ramirez_CLE","Josh Reddick_HOU","Jose Abreu_CWS","Jose Peraza_CIN","Norichika Aoki_HOU","Scooter Gennett_CIN","Keon Broxton_MIL","Scott Schebler_CIN","Phillip Ervin_CIN","Brian McCann_HOU","Eugenio Suarez_CIN","Domingo Santana_MIL","Yuli Gurriel_HOU","Derek Fisher_HOU","Melky Cabrera_CWS","Lorenzo Cain_KC","Zack Cozart_CIN","Tyler Naquin_CLE","Eric Hosmer_KC","Arismendy Alcantara_CIN","Travis Shaw_MIL","Hernan Perez_MIL","Alex Gordon_KC","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Salvador Perez_KC","Tim Anderson_CWS","Orlando Arcia_MIL","Marwin Gonzalez_HOU","Brandon Guyer_CLE","Bradley Zimmer_CLE","Brandon Moss_KC","Jorge Soler_KC","Nick Franklin_MIL","Jesse Winker_CIN","Tyler Saladino_CWS","Whit Merrifield_KC","Matt Davidson_CWS","Peter O'Brien_KC","Jesus Aguilar_MIL","Yan Gomes_CLE","Austin Jackson_CLE","Cheslor Cuthbert_KC","Alcides Escobar_KC","Avisail Garcia_CWS","Jake Marisnick_HOU","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Devin Mesoraco_CIN","Andrew Susac_MIL","Kirk Nieuwenhuis_MIL","Giovanny Urshela_CLE","Jorge Bonifacio_KC","Tucker Barnhart_CIN","Yandy Diaz_CLE","Charlie Tilson_CWS","Manny Pina_MIL","Ryan O'Hearn_KC","Jett Bandy_MIL","Roberto Perez_CLE","Terrance Gore_KC","Patrick Kivlehan_CIN","Christian Colon_KC","Leury Garcia_CWS","Jacob May_CWS","Michael Martinez_CLE","Cody Asche_CWS","Geovany Soto_CWS","Omar Narvaez_CWS","Raul Mondesi_KC","Willy Garcia_CWS","Yolmer Sanchez_CWS","Stuart Turner_CIN","Kevan Smith_CWS","Drew Butera_KC","Zack Collins_CWS"
76.5751633986928,6.25714285714286,0,-5.00833333333333,0,0,0,0,0,0,0,0,17.7279411764706,0,16.5,0,-1.35,0,0,4.05494505494505,0,0,33.4545454545455,0,0,0,0,3.78787878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.47272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.25714285714286,18.0285714285714,0,-1.14102564102564,0,0,0,0,0,0,0,0,-0.32967032967033,0,-3.57142857142857,0,4.92307692307692,0,0,0.0818181818181818,0,0,-0.666666666666667,0,0,0,0,-3.93333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51785714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,70.9415204678363,0,0,0,0,17.1166666666667,0,0,0,-25.5294117647059,0,0,0,0,0,0,0,0,0,0,0,0,-29.7619047619048,0,0,0,0,17.4833333333333,0,0,0,0,0,0,0,0,-20.4301470588235,-45.875,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,-12.0833333333333,0,0,0,0,0,6.24545454545455,0,48.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.00833333333333,-1.14102564102564,0,77.3291666666667,0,0,0,0,0,0,0,0,5.07142857142857,0,19.7083333333333,0,-3.50549450549451,0,0,-23.4090909090909,0,0,11.4222222222222,0,0,0,0,-19.8111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,50.2045454545455,0,32,0,-4.63636363636364,-10.0681818181818,-2.66666666666667,0,0,0,0,0,0,0,19.8181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,-42.05,-11.8,0,0,0,0,-7.85,0,0,0,0,0,0,0,0,0,0,18.6805555555556,11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51388888888889,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,73.2,0,0,0,0,0,0,0,0.117647058823529,0,7.3921568627451,0,0,0,0,0,11.7450980392157,0,-32.9285714285714,0,-2.61764705882353,0,0,24.4117647058824,0,0,0,0,0,9.72794117647059,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13333333333333,0,0,0,0,0,0,0,-9.83333333333333,0,0,0,0,0,0,0,0,0,0,5.33333333333333,0,0,0
0,0,0,0,32,0,43.5833333333333,0,8.79166666666667,-5.26666666666667,5.66666666666667,0,0,0,0,0,0,0,38.3186813186813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,-16.7,15.1607142857143,0,0,0,0,-2.08333333333333,0,0,0,0,0,0,0,0,0,0,1.73333333333333,-1.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46969696969697,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17.1166666666667,0,0,0,0,100.143790849673,0,0,0,-17.5441176470588,0,0,0,0,0,0,0,0,0,0,0,0,-28.1978021978022,0,0,0,0,15.9423076923077,0,0,0,0,0,0,0,0,16.6166666666667,97,0,0,0,0,0,8.40952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.65,0,0,0,0,0,-1.98611111111111,0,4.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-4.63636363636364,0,8.79166666666667,0,63.5625,9.96666666666667,2.83333333333333,0,0,0,0,0,0,0,63.8351648351648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8,14.1785714285714,0,0,0,0,4.04166666666667,0,0,0,0,0,0,0,0,0,0,-13.9111111111111,4.41666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909090909,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-10.0681818181818,0,-5.26666666666667,0,9.96666666666667,116,0.833333333333333,0,0,0,0,0,0,0,5.43956043956044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,10.95,2.25,0,0,0,0,-15.3333333333333,0,0,0,0,0,0,0,0,0,0,-3.7,-35.9583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2727272727273,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
