"Jose Altuve_Hou","Carlos Correa_Hou","George Springer_Hou","Michael Brantley_Cle","Edwin Encarnacion_Cle","Carlos Santana_Cle","Francisco Lindor_Cle","Jason Kipnis_Cle","Alex Bregman_Hou","Evan Gattis_Hou","Carlos Beltran_Hou","Todd Frazier_CWS","Jose Ramirez_Cle","Josh Reddick_Hou","Jose Abreu_CWS","Norichika Aoki_Hou","Brian McCann_Hou","Yuli Gurriel_Hou","Derek Fisher_Hou","Melky Cabrera_CWS","Lorenzo Cain_KC","Tyler Naquin_Cle","Eric Hosmer_KC","Alex Gordon_KC","Lonnie Chisenhall_Cle","Abraham Almonte_Cle","Salvador Perez_KC","Tim Anderson_CWS","Marwin Gonzalez_Hou","Brandon Guyer_Cle","Bradley Zimmer_Cle","Brandon Moss_KC","Jorge Soler_KC","Tyler Saladino_CWS","Whit Merrifield_KC","Matt Davidson_CWS","Peter O'Brien_KC","Yan Gomes_Cle","Austin Jackson_Cle","Cheslor Cuthbert_KC","Alcides Escobar_KC","Avisail Garcia_CWS","Jake Marisnick_Hou","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Giovanny Urshela_Cle","Jorge Bonifacio_KC","Yandy Diaz_Cle","Charlie Tilson_CWS","Ryan O'Hearn_KC","Roberto Perez_Cle","Terrance Gore_KC","Christian Colon_KC","Leury Garcia_CWS","Jacob May_CWS","Michael Martinez_Cle","Cody Asche_CWS","Geovany Soto_CWS","Omar Narvaez_CWS","Raul Mondesi_KC","Willy Garcia_CWS","Yolmer Sanchez_CWS","Kevan Smith_CWS","Drew Butera_KC","Zack Collins_CWS"
17,14,15,0,0,0,0,0,16,9,16,0,0,13,0,10,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,12,0,0,0,0,0,13,7,14,0,0,10,0,7,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,12,15,0,0,0,0,0,14,8,14,0,0,11,0,9,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12,12,12,12,3,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12,15,15,15,3,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,5,8,0,0,0,8,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12,15,15,15,3,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,5,8,0,0,0,8,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12,15,15,15,3,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,5,8,0,0,0,8,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,3,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,13,14,0,0,0,0,0,16,9,15,0,0,13,0,9,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,8,0,0,0,0,0,9,9,8,0,0,7,0,5,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,14,14,0,0,0,0,0,15,8,16,0,0,12,0,9,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,4,4,0,0,0,0,0,0
0,0,0,11,14,14,14,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,8,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,10,11,0,0,0,0,0,13,7,12,0,0,13,0,8,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0,14,0,0,0,0,0,11,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,7,4,8,0,0,0,3,0,0
10,7,9,0,0,0,0,0,9,5,9,0,0,8,0,10,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,9,0,0,0,0,0,10,3,10,0,0,9,0,7,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,9,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,6,4,7,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,16,0,0,15,0,0,0,0,12,0,0,5,0,0,0,0,5,16,0,0,13,10,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,4,0
0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,17,0,0,15,0,0,0,0,13,0,0,6,0,0,0,0,6,17,0,0,14,10,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,17,0,0,15,0,0,0,0,13,0,0,6,0,0,0,0,6,17,0,0,14,10,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,5,0
