"Ender Inciarte_ATL","Anthony Rizzo_CHC","Kris Bryant_CHC","Charlie Blackmon_COL","Nolan Arenado_COL","Freddie Freeman_ATL","Matt Kemp_ATL","Gerardo Parra_COL","DJ LeMahieu_COL","Javier Baez_CHC","Ian Desmond_COL","Mark Reynolds_COL","Ian Happ_CHC","Adonis Garcia_ATL","Trevor Story_COL","Kyle Schwarber_CHC","Tyler Flowers_ATL","Matt Adams_ATL","Cesar Hernandez_PHI","Carlos Gonzalez_COL","Jason Heyward_CHC","David Dahl_COL","Howie Kendrick_PHI","Freddy Galvis_PHI","Odubel Herrera_PHI","Willson Contreras_CHC","Ben Zobrist_CHC","Maikel Franco_PHI","Daniel Nava_PHI","Aaron Altherr_PHI","Andrew Knapp_PHI","Rhys Hoskins_PHI","Brandon Phillips_ATL","Jon Jay_CHC","Addison Russell_CHC","Tommy Joseph_PHI","Jace Peterson_ATL","Kurt Suzuki_ATL","Danny Santana_ATL","Dansby Swanson_ATL","Miguel Montero_CHC","Jeimer Candelario_CHC","Pat Valaika_COL","Nick Markakis_ATL","Alexi Amarista_COL","Stephen Cardullo_COL","Tony Wolters_COL","Raimel Tapia_COL","Albert Almora_CHC","Michael Saunders_PHI","Brock Stassi_PHI","Micah Johnson_ATL","Dustin Garneau_COL","Tommy La Stella_CHC","Tom Murphy_COL","Andres Blanco_PHI","Cameron Rupp_PHI","Rio Ruiz_ATL","Ryan Hanigan_COL","Ty Kelly_PHI","Cristhian Adames_COL","Anthony Recker_ATL","Eloy Jimenez_CHC","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL"
0,0,0,7.57894736842105,8.03238866396761,0,0,5.7,3.67492492492492,0,4.74583333333333,4.7047619047619,0,0,35.0358974358974,0,0,0,0,2.94873949579832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33794466403162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.57928118393235,5.85830429732869,0,0,0,0,0,0,20.7528735632184,0,0,0,0,0,49.0434343434343,0,0,0,0,6.84126984126984,0,0,0,0,-6.07586206896552,-4.16890756302521,0,0,0,0,0,0,0,9.64349376114082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.5047348484848,0,0,0,0,4.62105263157895,13.5978835978836,0,0,0,0,0,0,-12.5263157894737,0,0,37.9337121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93915343915344,0,0,0,-7.09047619047619,0,0,5.93225806451613,0,0,0,8.0070564516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0934693877551,0,0,0,0,5.76040816326531,11.339898989899,0,0,-6.17424242424242,0,11.5234708392603,0,0,0,0,0,8.15433403805497,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66025641025641,0,0,0,0,0,0,21.375,0,0,0,0,0,0,0,0,0
0,0,0,9.58510638297872,0.398936170212766,0,0,7.46461538461538,9.12753623188406,0,0.868333333333333,14.8947951273533,0,0,2.94873949579832,0,0,0,0,44.2763605442177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26.5786585365854,12.184756097561,0,0,0,0,0,0,-5.58404558404558,0,0,0,0,0,6.84126984126984,0,0,0,0,37.3243902439024,0,0,0,0,24.4047619047619,15.9516129032258,0,0,0,0,0,0,0,6.08199643493761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76040816326531,0,0,0,0,37.9954751131222,17.4010175763182,0,0,4.23172987974098,0,-2.04048582995951,0,0,0,0,0,-2.75707070707071,0,0,0,0,0,0,0,0,0,0,0,0,0,10.595818815331,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.339898989899,0,0,0,0,17.4010175763182,46.4329324699352,0,0,-1.40033222591362,0,17.0944741532977,0,0,0,0,0,7.41923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38122332859175,0,0,0,0,0,0,6.79100529100529,0,0,0,0,0,0,0,0,0
0,20,12.3941176470588,0,0,0,0,0,0,-16.4988505747126,0,0,0,0,0,-6.07586206896552,0,0,0,0,24.4047619047619,0,0,0,0,62.8768768768769,1.45299145299145,0,0,0,0,0,0,0,8.13300492610837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.54588394062078,18.9694167852063,0,0,0,0,0,0,1.71833333333333,0,0,0,0,0,-4.16890756302521,0,0,0,0,15.9516129032258,0,0,0,0,1.45299145299145,41.3130904183536,0,0,0,0,0,0,0,13.8528735632184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.17424242424242,0,0,0,0,4.23172987974098,-1.40033222591362,0,0,47.6327474560592,0,1.68270944741533,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94736842105263,0,0,0,0,0,0,3.16935483870968,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5234708392603,0,0,0,0,-2.04048582995951,17.0944741532977,0,0,1.68270944741533,0,66.2186234817814,0,0,0,0,0,44.2504201680672,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94827586206897,0,0,0,0,0,0,3.96866096866097,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.77959830866808,0,0,0,0,-11.0135467980296,-9.54010695187166,0,0,0,0,0,0,-0.767195767195767,0,0,6.93915343915344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.134778012685,0,0,0,0.39766081871345,0,0,5.75609756097561,0,0,0,0.41384778012685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.52380952380952,18.0034843205575,0,0,0,0,0,0,-13.4854497354497,0,0,0,0,0,9.64349376114082,0,0,0,0,6.08199643493761,0,0,0,0,8.13300492610837,13.8528735632184,0,0,0,0,0,0,0,46.0166112956811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15433403805497,0,0,0,0,-2.75707070707071,7.41923076923077,0,0,0.75,0,44.2504201680672,0,0,0,0,0,56.749494949495,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8078078078078,0,0,0,0,0,0,6.70262096774194,0,0,0,0,0,0,0,0,0
-3.66666666666667,0,0,0,0,-0.792397660818713,-8.68947368421053,0,0,0,0,0,0,5.14285714285714,0,0,-7.09047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39766081871345,0,0,0,13.8888888888889,0,0,4.08923076923077,0,0,0,4.72222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.20135746606335,0,0,0,0,24.1016042780749,17.8310104529617,0,0,0,0,0,0,9.65151515151515,0,0,5.93225806451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75609756097561,0,0,0,4.08923076923077,0,0,40.8125942684766,0,0,0,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.54716981132075,0,0,0,0,-1.10168067226891,9.73150105708245,0,0,0,0,0,0,1.76470588235294,0,0,8.0070564516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41384778012685,0,0,0,4.72222222222222,0,0,13.04,0,0,0,27.2830188679245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21.6965517241379,-0.632183908045977,0,0,1.94861660079051,-2.08990147783251,0,-7.06410256410256,9.72923076923077,0,0,2.33794466403162,0,0,0,0,6.72619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3574712643678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66025641025641,0,0,0,0,10.595818815331,1.38122332859175,0,0,5.94736842105263,0,4.94827586206897,0,0,0,0,0,21.8078078078078,0,0,0,0,0,0,0,0,0,0,0,0,0,44.7346109175377,0,0,0,0,0,0,8.26455026455026,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.375,0,0,0,0,2.5,6.79100529100529,0,0,3.16935483870968,0,3.96866096866097,0,0,0,0,0,6.70262096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26455026455026,0,0,0,0,0,0,31.7159090909091,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
