"AJ Pollock_ARI","Anthony Rizzo_CHC","Edwin Encarnacion_CLE","Paul Goldschmidt_ARI","JD Martinez_ARI","Francisco Lindor_CLE","Jose Ramirez_CLE","Kris Bryant_CHC","Jake Lamb_ARI","Michael Brantley_CLE","Bradley Zimmer_CLE","Carlos Santana_CLE","Gregor Blanco_ARI","Willson Contreras_CHC","Elvis Andrus_TEX","Jason Kipnis_CLE","Ian Happ_CHC","Adrian Beltre_TEX","Jonathan Schoop_BAL","David Peralta_ARI","Ben Zobrist_CHC","Adam Jones_BAL","Manny Machado_BAL","Shin-Soo Choo_TEX","Tommy Pham_STL","Randal Grichuk_STL","Ryan Braun_MIL","Javier Baez_CHC","Mike Napoli_TEX","Paul DeJong_STL","Manny Pina_MIL","Travis Shaw_MIL","Carlos Gomez_TEX","Delino DeShields_TEX","Nomar Mazara_TEX","Dexter Fowler_STL","Stephen Piscotty_STL","Aledmys Diaz_STL","Domingo Santana_MIL","Mark Trumbo_BAL","Chris Davis_BAL","Rougned Odor_TEX","Jose Abreu_CWS","Jason Heyward_CHC","Eric Thames_MIL","Addison Russell_CHC","Kyle Schwarber_CHC","Joey Gallo_TEX","Melky Cabrera_CWS","Matt Carpenter_STL","Keon Broxton_MIL","Albert Almora_CHC","Robinson Chirinos_TEX","Seth Smith_BAL","Trey Mancini_BAL","Francisco Mejia_CLE","Yadier Molina_STL","Jedd Gyorko_STL","Hernan Perez_MIL","Jonathan Villar_MIL","Jurickson Profar_TEX","Austin Jackson_CLE","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Bobby Bradley_CLE","Yoan Moncada_CWS","Daniel Descalso_ARI","Kolten Wong_STL","Yasmany Tomas_ARI","Jon Jay_CHC","Matt Davidson_CWS","Yan Gomes_CLE","Greg Allen_CLE","Chris Owings_ARI","Jeimer Candelario_CHC","Victor Caratini_CHC","Mark Zagunis_CHC","Welington Castillo_BAL","Caleb Joseph_BAL","Erik Gonzalez_CLE","Alen Hanson_CWS","Brandon Drury_ARI","Jesus Aguilar_MIL","Jonathan Lucroy_TEX","Brandon Guyer_CLE","Avisail Garcia_CWS","Chris Iannetta_ARI","Chris Herrmann_ARI","Tommy La Stella_CHC","Brett Nicholas_TEX","Ronald Guzman_TEX","Rey Fuentes_ARI","Ketel Marte_ARI","Stephen Vogt_MIL","Eric Sogard_MIL","Ryan Rua_TEX","Andy Ibanez_TEX","Giovanny Urshela_CLE","Charlie Tilson_CWS","Yandy Diaz_CLE","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Orlando Arcia_MIL","JJ Hardy_BAL","Ruben Tejada_BAL","Roberto Perez_CLE","Tyler Naquin_CLE","Adam Engel_CWS","Craig Gentry_BAL","Hyun Soo Kim_BAL","Hanser Alberto_TEX","Joey Rickard_BAL","Tyler Saladino_CWS","Jose Martinez_STL","Greg Garcia_STL","Socrates Brito_ARI","Magneuris Sierra_STL","Harrison Bader_STL","Jacob Nottingham_MIL","Drew Stubbs_TEX","Jared Hoying_TEX","Leury Garcia_CWS","Yolmer Sanchez_CWS","Jacob May_CWS","Luke Voit_STL","Lewis Brinson_MIL","Corey Ray_MIL","Johnny Giavotella_BAL","Anthony Santander_BAL","Michael Martinez_CLE","Daniel Robertson_CLE","Omar Narvaez_CWS","Cody Asche_CWS","Jeff Mathis_ARI","Christian Walker_ARI","Jack Reinheimer_ARI","Michael Reed_MIL","Paul Janish_BAL","Francisco Pena_BAL","Pete Kozma_TEX","Ryan Flaherty_BAL","David Washington_BAL","Drew Robinson_TEX","Luis Sardinas_BAL","Geovany Soto_CWS","Willy Garcia_CWS","Kevan Smith_CWS","Tim Anderson_CWS","Ildemaro Vargas_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Yadiel Rivera_MIL","Brett Phillips_MIL","Eric Fryer_STL","Carson Kelly_STL","Jett Bandy_MIL","Zack Collins_CWS","Ryan Cordell_MIL","Grant Green_CWS","Chad Huffman_STL","Alex Mejia_STL"
73.0628019323672,0,0,20.1331923890063,0,0,0,0,6.46341463414634,0,0,0,0,0,0,0,0,0,0,15.2193277310924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.39166666666667,0,0,0,0,0,0,-7.81585365853658,0,0,0,0,0,0,0,10.0031746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,62.7587301587302,0,0,0,0,0,14.9578313253012,0,0,0,0,0,18.0741258741259,0,0,18.4853723404255,0,0,0,1.58834586466165,0,0,0,0,0,0,2.21460877431027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5097831835008,0,4.09557344064386,10.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,83.4929971988796,0,0,-7.25243832472748,31.570524691358,0,0,15.553125,0,2.86851265822785,0,0,0,-1.63636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31063122923588,0,0,0,0,0,0,0,0,21.3932244404114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.1331923890063,0,0,62.307386629266,0,0,0,0,0.274145006839945,0,0,0,0,0,0,0,0,0,0,19.0221685689201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98228128460687,0,0,0,0,0,0,5.38088283024992,0,0,0,0,0,0,0,17.8738738738739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-7.25243832472748,0,0,58.7772988505747,3.40361445783133,0,0,10.1510096575944,0,-1.65148398471937,0,0,0,17.7398669086509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7389006342495,0,0,0,0,0,0,0,0,1.08971361776739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,31.570524691358,0,0,3.40361445783133,82.1386554621849,0,0,17.6105834464043,0,19.2474683544304,0,0,0,4.95676691729323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4912891986063,0,0,0,0,0,0,0,0,3.63502506265664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.9578313253012,0,0,0,0,0,79.4398084815322,0,0,0,0,0,5.66639344262295,0,0,14.6273532668882,0,0,0,9.53506493506494,0,0,0,0,0,0,7.64567332309268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4005649717514,0,10.6374012291484,-2.04576271186441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.46341463414634,0,0,0.274145006839945,0,0,0,0,71.7404494382022,0,0,0,0,0,0,0,0,0,0,22.7691815856777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.5971659919028,0,0,0,0,0,0,-8.99567567567568,0,0,0,0,0,0,0,12.8467908902692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15.553125,0,0,10.1510096575944,17.6105834464043,0,0,42.7510656436488,0,2.52083333333333,0,0,0,12.2880549682875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31754032258065,0,0,0,0,0,0,0,0,5.48005319148936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
