"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Chris Sale",12400,"Bos@Det 01:10PM ET",27.35,"Bos",23.17,18.4,21.8525,21,29.6
"SP","Madison Bumgarner",12400,"Ari@SF 04:35PM ET",24.625,"SF",NA,NA,NA,NA,NA
"SP","Johnny Cueto",11500,"Ari@SF 04:35PM ET",12.45,"SF",NA,NA,NA,NA,NA
"SP","David Price",11400,"Bos@Det 01:10PM ET",0,"Bos",NA,NA,NA,NA,NA
"SP","Rick Porcello",11100,"Bos@Det 01:10PM ET",18.05,"Bos",NA,NA,NA,NA,NA
"SP","Lance McCullers",10800,"Hou@Sea 05:10PM ET",25.3,"Hou",NA,NA,NA,NA,NA
"SP","Justin Verlander",10500,"Bos@Det 01:10PM ET",29.45,"Det",23.77,17.5,19.9125,16.4,20.8
"SP","Chris Archer",9800,"TB@NYY 01:05PM ET",22.7,"TB",NA,NA,NA,NA,NA
"SP","Dallas Keuchel",9800,"Hou@Sea 05:10PM ET",22.35,"Hou",NA,NA,NA,NA,NA
"SP","Felix Hernandez",9600,"Hou@Sea 05:10PM ET",14.875,"Sea",NA,NA,NA,NA,NA
"SP","Zack Greinke",9300,"Ari@SF 04:35PM ET",18.825,"Ari",NA,NA,NA,NA,NA
"SP","Robbie Ray",9300,"Ari@SF 04:35PM ET",15.15,"Ari",NA,NA,NA,NA,NA
"SP","Masahiro Tanaka",9200,"TB@NYY 01:05PM ET",0.025,"NYY",NA,NA,NA,NA,NA
"SP","Jeff Samardzija",9000,"Ari@SF 04:35PM ET",12,"SF",NA,NA,NA,NA,NA
"SP","Danny Duffy",8900,"Oak@KC 04:15PM ET",19.525,"KC",NA,NA,NA,NA,NA
"SP","Drew Pomeranz",8800,"Bos@Det 01:10PM ET",0,"Bos",NA,NA,NA,NA,NA
"SP","Michael Fulmer",8800,"Bos@Det 01:10PM ET",17.3,"Det",NA,NA,NA,NA,NA
"SP","Collin McHugh",8800,"Hou@Sea 05:10PM ET",0,"Hou",NA,NA,NA,NA,NA
"SP","Taijuan Walker",8700,"Ari@SF 04:35PM ET",18.7,"Ari",13.6,14.1,13.73,11.3,5.3
"SP","Michael Pineda",8600,"TB@NYY 01:05PM ET",7.45,"NYY",16.78,19.8,20.294,17.6,40
"SP","Ian Kennedy",8500,"Oak@KC 04:15PM ET",10.45,"KC",17.98,14.9,16.067,14.4,12.7
"SP","James Paxton",8400,"Hou@Sea 05:10PM ET",21.7,"Sea",16.7,15,16.769,14.4,32.2
"SP","Steven Wright",8300,"Bos@Det 01:10PM ET",8.4,"Bos",NA,NA,NA,NA,NA
"SP","Jake Odorizzi",8000,"TB@NYY 01:05PM ET",8.1,"TB",NA,NA,NA,NA,NA
"SP","Drew Smyly",8000,"Hou@Sea 05:10PM ET",0,"Sea",NA,NA,NA,NA,NA
"SP","Matt Moore",8000,"Ari@SF 04:35PM ET",6,"SF",18.26,19.4,16.757,14.6,27.6
"SP","Hisashi Iwakuma",7900,"Hou@Sea 05:10PM ET",9.3,"Sea",NA,NA,NA,NA,NA
"SP","Archie Bradley",7800,"Ari@SF 04:35PM ET",19.1,"Ari",NA,NA,0.773,NA,NA
"SP","Jharel Cotton",7700,"Oak@KC 04:15PM ET",1.75,"Oak",12.28,14.4,15.301,15.8,28.8
"SP","Joe Musgrove",7700,"Hou@Sea 05:10PM ET",6.45,"Hou",NA,NA,NA,NA,NA
"SP","Sean Manaea",7600,"Oak@KC 04:15PM ET",8.7,"Oak",NA,NA,NA,NA,NA
"SP","Blake Snell",7500,"TB@NYY 01:05PM ET",12.2,"TB",NA,NA,NA,NA,NA
"SP","Alex Cobb",7400,"TB@NYY 01:05PM ET",19.75,"TB",14.55,14.3,15.866,12.9,18.3
"SP","Eduardo Rodriguez",7300,"Bos@Det 01:10PM ET",8.45,"Bos",NA,NA,NA,NA,NA
"SP","Daniel Norris",7300,"Bos@Det 01:10PM ET",0,"Det",NA,NA,NA,NA,NA
"SP","Jason Hammel",7300,"Oak@KC 04:15PM ET",3.25,"KC",NA,NA,NA,NA,NA
"SP","Sonny Gray",7300,"Oak@KC 04:15PM ET",0,"Oak",NA,NA,NA,NA,NA
"SP","Mike Fiers",7300,"Hou@Sea 05:10PM ET",12.7,"Hou",NA,NA,NA,NA,NA
"SP","CC Sabathia",7100,"TB@NYY 01:05PM ET",16.25,"NYY",NA,NA,NA,NA,NA
"SP","Anthony Banda",7000,"Ari@SF 04:35PM ET",0,"Ari",NA,NA,NA,NA,NA
"SP","Nathan Karns",6900,"Oak@KC 04:15PM ET",-4.9,"KC",NA,NA,NA,NA,NA
"SP","Chase De Jong",6800,"Hou@Sea 05:10PM ET",-6.3,"Sea",NA,NA,NA,NA,NA
"SP","Charlie Morton",6600,"Hou@Sea 05:10PM ET",13.3,"Hou",14.32,15,14.944,10.1,11.3
