"Kris Bryant_CHC","Anthony Rizzo_CHC","Francisco Lindor_CLE","Edwin Encarnacion_CLE","Jose Ramirez_CLE","Ben Zobrist_CHC","Michael Brantley_CLE","Carlos Santana_CLE","Khris Davis_OAK","Jed Lowrie_OAK","Yonder Alonso_OAK","Jason Kipnis_CLE","Ian Happ_CHC","Kyle Schwarber_CHC","Hunter Renfroe_SD","Javier Baez_CHC","Wil Myers_SD","Marcus Semien_OAK","Ryon Healy_OAK","Willson Contreras_CHC","Matt Joyce_OAK","Bradley Zimmer_CLE","Rajai Davis_OAK","Stephen Vogt_OAK","Jason Heyward_CHC","Ryan Schimpf_SD","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Mark Canha_OAK","Addison Russell_CHC","Brandon Guyer_CLE","Trevor Plouffe_OAK","Austin Jackson_CLE","Josh Phegley_OAK","Miguel Montero_CHC","Manuel Margot_SD","Jake Smolinski_OAK","Yan Gomes_CLE","Ryan LaMarre_OAK","Chad Pinder_OAK","Jon Jay_CHC","Alex Dickerson_SD","Jeimer Candelario_CHC","Tyler Naquin_CLE","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Bruce Maxwell_OAK","Albert Almora_CHC","Yangervis Solarte_SD","Tommy La Stella_CHC","Yandy Diaz_CLE","Matt Szczur_SD","Travis Jankowski_SD","Chase d'Arnaud_SD","Cory Spangenberg_SD","Christian Bethancourt_SD","Roberto Perez_CLE","Allen Cordoba_SD","Adam Rosales_OAK","Jaff Decker_OAK","Daniel Robertson_CLE","Matt Olson_OAK","Jabari Blash_SD","Franchy Cordero_SD","Eloy Jimenez_CHC","Erick Aybar_SD","Hector Sanchez_SD","Austin Hedges_SD","Luis Torrens_SD"
79.9238900634249,9.97286821705426,0,0,0,16.1693548387097,0,0,0,0,0,0,47.8272727272727,15.7174603174603,0,10.9516129032258,0,0,0,12.9747126436782,0,0,0,0,9.88859180035651,0,0,0,0,21.0587044534413,0,0,0,0,28.4615384615385,0,0,0,0,0,14.7463235294118,0,0,0,0,0,0,18.1176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.97286821705426,67.3550724637681,0,0,0,8.08238636363636,0,0,0,0,0,0,2.23717948717949,7.26173541963016,0,-1.43276515151515,0,0,0,24.9979838709677,0,0,0,0,24.7433155080214,0,0,0,0,7.29615384615385,0,0,0,0,13.3076923076923,0,0,0,0,0,15.0416666666667,0,55,0,0,0,0,-11.1842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,70.9280177187154,-1.05481727574751,5.59487179487179,0,7.86806722689076,5.36046511627907,0,0,0,20.737684729064,0,0,0,0,0,0,0,0,0,-4.69047619047619,0,0,0,0,15.4940711462451,24.6471861471861,0,0,-9.74285714285714,0,-37.1666666666667,0,0,0,0,-1.60714285714286,0,0,0,0,0,24,0,0,0,0,0,0,17.1047619047619,0,0,0,0,0,27.6923076923077,0,0,0,7.66363636363636,0,0,0,0,0,0,0,0
0,0,-1.05481727574751,52.2848837209302,9.98414634146341,0,5.78412698412698,0.790697674418605,0,0,0,-3.95172413793103,0,0,0,0,0,0,0,0,0,-31.3095238095238,0,0,0,0,-15.1640316205534,5.69264069264069,0,0,4.65714285714286,0,6.2967032967033,0,0,0,0,24.9076354679803,0,0,0,0,0,30,0,0,0,0,0,0,-2.0952380952381,0,0,0,0,0,-7.07619047619048,0,0,0,6.60606060606061,0,0,0,0,0,0,0,0
0,0,5.59487179487179,9.98414634146341,81.5524390243902,0,15.927807486631,26.7713414634146,0,0,0,7.85960591133005,0,0,0,0,0,0,0,0,0,-5.4,0,0,0,0,41.1774891774892,13.982683982684,0,0,-10.5054945054945,0,24.7371794871795,0,0,0,0,-4.26923076923077,0,0,0,0,0,0,0,0,0,0,0,0,18.9038461538462,0,0,0,0,0,9.54395604395604,0,0,0,-18.2181818181818,0,0,0,0,0,0,0,0
16.1693548387097,8.08238636363636,0,0,0,42.7462121212121,0,0,0,0,0,0,16.7857142857143,-1.14162561576355,0,0.511904761904762,0,0,0,1.21936758893281,0,0,0,0,15.88,0,0,0,0,13.7645502645503,0,0,0,0,-13.3333333333333,0,0,0,0,0,-1.96969696969697,0,0,0,0,0,0,10.4888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7.86806722689076,5.78412698412698,15.927807486631,0,42.3706349206349,7.82460317460317,0,0,0,8.88,0,0,0,0,0,0,0,0,0,-1.64285714285714,0,0,0,0,-1.74285714285714,17.7190476190476,0,0,-6.45833333333333,0,14,0,0,0,0,0.646666666666667,0,0,0,0,0,12,0,0,0,0,0,0,3.51388888888889,0,0,0,0,0,26.3181818181818,0,0,0,-1.63636363636364,0,0,0,0,0,0,0,0
0,0,5.36046511627907,0.790697674418605,26.7713414634146,0,7.82460317460317,40.0845665961945,0,0,0,17.8344827586207,0,0,0,0,0,0,0,0,0,-7.83333333333333,0,0,0,0,28.7213438735178,7.12987012987013,0,0,9.54285714285714,0,21.967032967033,0,0,0,0,-6.23399014778325,0,0,0,0,0,0,0,0,0,0,0,0,1.01904761904762,0,0,0,0,0,10.1047619047619,0,0,0,-8.03030303030303,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,59.1018826135105,5.6,1.26512096774194,0,0,0,0,0,0,-2.16666666666667,3.01025641025641,0,2.98387096774194,0,0.0854700854700855,5.57010582010582,0,0,0,0,-9.3525641025641,0,0,7.7325746799431,0,9.00641025641026,0,0,0,0,10,23.4857142857143,0,0,0,0,0,0,-7.8,0,0,0,0,0,0,0,0,0,0,0,-8.01960784313725,-8.5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5.6,50.9778516057586,0.42741935483871,0,0,0,0,0,0,32.375,9.78846153846154,0,-1.98674242424242,0,22.1615384615385,-2.36091954022989,0,0,0,0,-5.2032967032967,0,0,10.1692745376956,0,-5.83636363636364,0,0,0,0,17,27.5384615384615,0,0,0,0,0,0,-1.85,0,0,0,0,0,0,0,0,0,0,0,-2.94474153297683,-7.13636363636364,0,0,0,0,0,0,0,0,0
