"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Noah Syndergaard","P","NYM","vs MIA",2.92,"Volquez, R 5.28","R",2.43,0,0,6,10.7,1.11,NA,11800,47.8,22.1,27.33,27.33,"%",54,2.3,NA,NA
"Johnny Cueto","P","SF","@ SD",3.35,"Richard, L 3.09","R",2.92,0,0,6.7,8.2,1.09,NA,11600,43.1,21.1,19.81,19.81,"%",45,1.7,NA,NA
"Stephen Strasburg","P","WSH","@ PHI",3.74,"Hellickson, R 3.66","R",3.55,0,0,6.2,10.7,1.09,NA,10600,46.6,22.4,25.49,25.49,"%",53,2.4,NA,NA
"Rick Porcello","P","BOS","@ DET",4.05,"Norris, L 3.38","R",3.31,0,0,6.7,7.7,1.02,NA,10400,32.7,20,17.53,17.53,"%",62,1.7,NA,NA
"Carlos Martinez","P","STL","vs CIN",3.31,"Feldman, R 4.08","R",2.93,0,0,6,8.1,1.2,NA,10000,42.6,17.7,22.44,22.44,"%",43,2.2,NA,NA
"Corey Kluber","P","CLE","@ ARI",4.15,"Corbin, L 5.12","R",3.3,0,0,6.5,9.6,1.06,NA,10000,40.2,22.1,16.93,16.93,"%",47,1.7,NA,NA
"Lance McCullers","P","HOU","vs KC",3.45,"Karns, R 5.40","R",3.1,0,0,5.8,11.6,1.49,NA,9900,40.8,20.8,22.51,22.51,"%",56,2.3,NA,NA
"Jake Arrieta","P","CHC","@ MIL",3.56,"Davies, R 4.19","R",3.01,0,0,6.3,8.7,1.08,NA,9600,44.7,20.6,22.86,22.86,"%",47,2.4,NA,NA
"Jose Quintana","P","CWS","vs MIN",3.69,"Santana, R 3.35","L",3.36,0,0,6.3,7.7,1.17,NA,8800,36,17.3,16.14,16.14,"%",43,1.8,NA,NA
"Julio Teheran","P","ATL","@ PIT",4.02,"Cole, R 4.09","R",3.09,0,0,5.9,7.9,1.05,NA,8700,38.3,16.8,14.63,14.63,"%",30,1.7,NA,NA
"Marco Estrada","P","TOR","@ TB",3.83,"Odorizzi, R 3.76","R",3.36,0,0,6.1,8.3,1.09,NA,8500,33.6,17.7,14.51,14.51,"%",46,1.7,NA,NA
"Matt Shoemaker","P","LAA","vs SEA",3.99,"Iwakuma, R 4.08","R",3.87,0,0,5.9,8.1,1.22,NA,8300,42.9,15.5,13.84,13.84,"%",6,1.7,NA,NA
"Hisashi Iwakuma","P","SEA","@ LAA",4.51,"Shoemaker, R 3.87","R",4.08,0,0,6,6.6,1.31,NA,8200,28.8,13.9,10.47,10.47,"%",34,1.3,NA,NA
"Gerrit Cole","P","PIT","vs ATL",3.48,"Teheran, R 3.09","R",4.09,0,0,5.5,7.4,1.42,NA,8100,34.9,13,14.63,14.63,"%",22,1.8,NA,NA
"Jake Odorizzi","P","TB","vs TOR",4.17,"Estrada, R 3.36","R",3.76,0,0,5.7,7.9,1.19,NA,7800,32.3,15.1,12.71,12.71,"%",35,1.6,NA,NA
"Ervin Santana","P","MIN","@ CWS",4.31,"Quintana, L 3.36","R",3.35,0,0,6.1,7.2,1.19,NA,7500,36,15.8,16.03,16.03,"%",37,2.1,NA,NA
"Jeremy Hellickson","P","PHI","vs WSH",4.76,"Strasburg, R 3.55","R",3.66,0,0,5.9,7.2,1.16,NA,7100,32.9,15.3,10.92,10.92,"%",28,1.5,NA,NA
"Nate Karns","P","KC","@ HOU",5.05,"McCullers, R 3.10","R",5.4,0,0,4.1,9.9,1.51,NA,7000,27.5,10.5,8.01,8.01,"%",7,1.1,NA,NA
"Daniel Norris","P","DET","vs BOS",3.95,"Porcello, R 3.31","L",3.38,0,0,5,9.2,1.4,NA,6900,31.2,14.6,14.12,14.12,"%",42,2,NA,NA
"CC Sabathia","P","NYY","@ BAL",4.41,"Miley, L 5.37","L",3.8,0,0,6,7.5,1.31,NA,6600,30.6,14.8,11.96,11.96,"%",37,1.8,NA,NA
"Sean Manaea","P","OAK","@ TEX",4.63,"Perez, L 4.40","L",3.94,0,0,5.8,7.6,1.18,NA,6600,29.3,14.7,10.49,10.49,"%",36,1.6,NA,NA
"Edinson Volquez","P","MIA","@ NYM",4.08,"Syndergaard, R 2.43","R",5.28,0,0,5.6,6.6,1.53,NA,6500,31.6,10.2,9.08,9.08,"%",0,1.4,NA,NA
"Zach Davies","P","MIL","vs CHC",4.44,"Arrieta, R 3.01","R",4.19,0,0,5.8,7.3,1.29,NA,6400,32.9,13.9,10.83,10.83,"%",21,1.7,NA,NA
"Scott Feldman","P","CIN","@ STL",4.69,"Martinez, R 2.93","R",4.08,0,0,2,6.8,1.37,NA,6000,20,4.7,8.42,8.42,"%",0,1.4,NA,NA
"Kenta Maeda","P","LAD","@ COL",4.93,"Anderson, L 3.75","R",3.74,0,0,4.9,9.2,1.15,NA,6000,31.3,15.1,10.4,10.4,"%",31,1.7,NA,NA
"Martin Perez","P","TEX","vs OAK",4.88,"Manaea, L 3.94","L",4.4,0,0,6,4.7,1.42,NA,5800,26.5,9.9,9.6,9.6,"%",14,1.7,NA,NA
