"Mike Trout_LAA","Bryce Harper_WAS","Paul Goldschmidt_ARI","Jake Lamb_ARI","Mookie Betts_BOS","Jose Altuve_HOU","Jose Abreu_CWS","Carlos Correa_HOU","Joey Votto_CIN","Billy Hamilton_CIN","Daniel Murphy_WAS","JD Martinez_DET","Xander Bogaerts_BOS","Aaron Judge_NYY","AJ Pollock_ARI","Trea Turner_WAS","Jose Bautista_TOR","Nelson Cruz_SEA","Robinson Cano_SEA","Hanley Ramirez_BOS","Mitch Moreland_BOS","Andrew Benintendi_BOS","Ryan Braun_MIL","Eric Thames_MIL","Cameron Maybin_LAA","Anthony Rendon_WAS","Corey Dickerson_TB","Miguel Sano_MIN","Avisail Garcia_CWS","Josh Donaldson_TOR","Brett Gardner_NYY","Gary Sanchez_NYY","David Peralta_ARI","Chris Owings_ARI","Adam Duvall_CIN","Justin Bour_MIA","Francisco Lindor_CLE","Brian Dozier_MIN","Miguel Cabrera_DET","Jean Segura_SEA","Jackie Bradley_BOS","Jonathan Villar_MIL","Eugenio Suarez_CIN","Scott Schebler_CIN","Ryan Zimmerman_WAS","Edwin Encarnacion_CLE","Michael Brantley_CLE","Nomar Mazara_TEX","Dustin Pedroia_BOS","Dee Gordon_MIA","Jed Lowrie_OAK","Khris Davis_OAK","Aaron Hicks_NYY","Giancarlo Stanton_MIA","Carlos Santana_CLE","Jason Kipnis_CLE","Logan Morrison_TB","Max Kepler_MIN","Tim Anderson_CWS","Manny Machado_BAL","Zack Cozart_CIN","Aaron Altherr_PHI","Albert Pujols_LAA","Adam Eaton_WAS","Steven Souza_TB","Joey Gallo_TEX","Yonder Alonso_OAK","Didi Gregorius_NYY","Brandon Drury_ARI","Yasmany Tomas_ARI","Jose Peraza_CIN","Mitch Haniger_SEA","Chris Carter_NYY","Josh Reddick_HOU","George Springer_HOU","Alex Bregman_HOU","Tommy Joseph_PHI","Todd Frazier_CWS","Mike Napoli_TEX","Troy Tulowitzki_TOR","Elvis Andrus_TEX","Keon Broxton_MIL","Mark Trumbo_BAL","Cesar Hernandez_PHI","Marcell Ozuna_MIA","Andrelton Simmons_LAA","Brad Miller_TB","Victor Martinez_DET","Melky Cabrera_CWS","Matt Davidson_CWS","Adrian Beltre_TEX","Shin-Soo Choo_TEX","Justin Smoak_TOR","Travis Shaw_MIL","Chris Davis_BAL","Marwin Gonzalez_HOU","Christian Yelich_MIA","JT Realmuto_MIA","Michael Taylor_WAS","Mike Moustakas_KC","Jose Ramirez_CLE","Evan Longoria_TB","Robbie Grossman_MIN","Leury Garcia_CWS","Yoan Moncada_CWS","Kevin Pillar_TOR","Rougned Odor_TEX","Pablo Sandoval_BOS","Kyle Seager_SEA","Jacoby Ellsbury_NYY","Chris Herrmann_ARI","Adam Jones_BAL","Scooter Gennett_CIN","Phillip Ervin_CIN","Jayson Werth_WAS","Brandon Moss_KC","Lorenzo Cain_KC","Lonnie Chisenhall_CLE","Eric Hosmer_KC","Bradley Zimmer_CLE","Joe Mauer_MIN","Wilson Ramos_TB","Justin Upton_DET","Carlos Gomez_TEX","Kendrys Morales_TOR","Jonathan Lucroy_TEX","Devon Travis_TOR","Leonys Martin_SEA","Matt Holliday_NYY","Rey Fuentes_ARI","Domingo Santana_MIL","Welington Castillo_BAL","Evan Gattis_HOU","Maikel Franco_PHI","Salvador Perez_KC","Yan Gomes_CLE","Jorge Bonifacio_KC","Colby Rasmus_TB","Kennys Vargas_MIN","Kevin Kiermaier_TB","Ian Kinsler_DET","Tyler Saladino_CWS","Chris Young_BOS","Ben Gamel_SEA","Rajai Davis_OAK","Starlin Castro_NYY","Greg Bird_NYY","Ryon Healy_OAK","Nick Franklin_MIL","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Howie Kendrick_PHI","Michael Saunders_PHI","CJ Cron_LAA","Wil Myers_SD","Whit Merrifield_KC","Jorge Soler_KC","Matt Duffy_TB","Alex Avila_DET","Yolmer Sanchez_CWS","Nicholas Castellanos_DET","Charlie Tilson_CWS","Steve Pearce_TOR","Brock Holt_BOS","Matt Joyce_OAK","Mark Canha_OAK","Marcus Semien_OAK","Hernan Perez_MIL","Seth Smith_BAL","Jonathan Schoop_BAL","Joey Rickard_BAL","Rhys Hoskins_PHI","Martin Prado_MIA","Paulo Orlando_KC","Abraham Almonte_CLE","Billy Burns_KC","Jorge Polanco_MIN","Byron Buxton_MIN","Delino DeShields_TEX","Danny Valencia_SEA","Trevor Plouffe_OAK","Jesus Aguilar_MIL","Socrates Brito_ARI","Orlando Arcia_MIL","Carlos Beltran_HOU","Brian McCann_HOU","Trey Mancini_BAL","Jefry Marte_LAA","Adam Lind_WAS","Matt Wieters_WAS","Brandon Guyer_CLE","Cheslor Cuthbert_KC","Russell Martin_TOR","Taylor Motter_SEA","Sam Travis_BOS","Chase Headley_NYY","Stephen Vogt_OAK","Rob Refsnyder_NYY","Gregor Blanco_ARI","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Jett Bandy_MIL","Hyun Soo Kim_BAL","Daniel Nava_PHI","Arismendy Alcantara_CIN","Cameron Rupp_PHI","Andrew Knapp_PHI","Peter O'Brien_CIN","Ben Revere_LAA","Derek Dietrich_MIA","Ryan Schimpf_SD","Alex Gordon_KC","Jake Bauers_TB","Jacob May_CWS","Jurickson Profar_TEX","Jarrod Dyson_SEA","Mike Zunino_SEA","Eric Sogard_MIL","JJ Hardy_BAL","Craig Gentry_BAL","Derek Fisher_HOU","Luis Valbuena_LAA","Yunel Escobar_LAA","Kole Calhoun_LAA","Hunter Renfroe_SD","Austin Jackson_CLE","Tyler Naquin_CLE","Ryan O'Hearn_KC","Andrew Romine_DET","Cody Asche_CWS","James McCann_DET","Robinson Chirinos_TEX","Dalton Pompey_TOR","Ryan Rua_TEX","Rowdy Tellez_TOR","Shawn O'Malley_SEA","Sandy Leon_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Norichika Aoki_HOU","Jake Marisnick_HOU","Yuli Gurriel_HOU","Freddy Galvis_PHI","Jesse Winker_CIN","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Terrance Gore_KC","Rickie Weeks_TB","Eduardo Escobar_MIN","Mallex Smith_TB","Geovany Soto_CWS","Willy Garcia_CWS","Ryan Goins_TOR","Christian Vazquez_BOS","Boog Powell_SEA","Josh Phegley_OAK","Chris Iannetta_ARI","Devin Mesoraco_CIN","Odubel Herrera_PHI","Danny Espinosa_LAA","Brian Goodwin_WAS","Alex Dickerson_SD","Wilmer Difo_WAS","Yandy Diaz_CLE","Peter Bourjos_TB","Jesus Sucre_TB","Tim Beckham_TB","Jason Castro_MIN","Eddie Rosario_MIN","Omar Narvaez_CWS","JaCoby Jones_DET","Jarrod Saltalamacchia_TOR","Chris Coghlan_TOR","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Carlos Ruiz_SEA","Josh Rutledge_BOS","Guillermo Heredia_SEA","Gleyber Torres_NYY","Daniel Descalso_ARI","Brock Stassi_PHI","Destin Hood_MIA","Stephen Drew_WAS","Yangervis Solarte_SD","Derek Norris_TB","Curt Casali_TB","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Kevan Smith_CWS","Ezequiel Carrera_TOR","Darrell Ceciliani_TOR","Tuffy Gosewisch_SEA","Deven Marrero_BOS","Jake Smolinski_OAK","Ryan LaMarre_OAK","Chad Pinder_OAK","Andres Blanco_PHI","Tucker Barnhart_CIN","Ichiro Suzuki_MIA","Tyler Moore_MIA","Tomas Telis_MIA","Raul Mondesi_KC","Chris Gimenez_MIN","Daniel Robertson_TB","Anthony Alford_TOR","Austin Romine_NYY","Ronald Torreyes_NYY","Bruce Maxwell_OAK","Paul Janish_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Caleb Joseph_BAL","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","JT Riddle_MIA","Chris Heisey_WAS","Matt Szczur_SD","Travis Jankowski_SD","Daniel Robertson_CLE","Jim Adduci_DET","Hanser Alberto_TEX","Dwight Smith_TOR","Daniel Vogelbach_SEA","AJ Ellis_MIA","Chase d'Arnaud_SD","Cory Spangenberg_SD","Alcides Escobar_KC","Roberto Perez_CLE","Michael Martinez_TB","Jose Iglesias_DET","Drew Stubbs_TEX","Kyle Higashioka_NYY","Jeff Mathis_ARI","Luis Sardinas_BAL","Ty Kelly_PHI","Patrick Kivlehan_CIN","Mike Aviles_MIA","Nolan Fontana_LAA","Jose Lobaton_WAS","Christian Bethancourt_SD","Rafael Bautista_WAS","Manuel Margot_SD","Shane Peterson_TB","Ehire Adrianza_MIN","Zack Collins_CWS","Luke Maile_TOR","Juan Graterol_LAA","Austin Hedges_SD","Allen Cordoba_SD","Drew Butera_KC","Darwin Barney_TOR","Adam Rosales_OAK","Juan Centeno_HOU","Tony Kemp_HOU","Miguel Rojas_MIA","Carlos Perez_LAA","Drew Robinson_TEX","Jaff Decker_OAK","Martin Maldonado_LAA","Cliff Pennington_LAA","Erick Aybar_SD","Jabari Blash_SD","Mike Ohlman_TOR","Matt Olson_OAK","Stuart Turner_CIN","Grant Green_WAS","Hector Sanchez_SD","Luis Torrens_SD"
51.0166112956811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3582887700535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81906906906907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7520325203252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0584795321637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9125,0,0,0,0,0,0,0,0,0,0,0,0,4.6474358974359,2.6551724137931,0.412280701754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9019607843137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.55,0,0,0,0,0,0,0,0,0,0,0,-4.16050420168067,12.875,0,0,0,0,0,0,0,0
0,117.271255060729,0,0,0,0,0,0,0,0,13.0411764705882,0,0,0,0,30.6560846560847,0,0,0,0,0,0,0,0,0,35.8252100840336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4884135472371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8787878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.4,24.4021164021164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,67.7604070305273,3.60188261351052,0,0,0,0,0,0,0,0,0,0,31.089247311828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0766488413547,2.09102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.37980085348506,0.882352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36263736263736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166666666666667,14.2529644268775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889328063241107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.60188261351052,67.9508456659619,0,0,0,0,0,0,0,0,0,0,-3.17241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1381461675579,-13.1846846846847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5966386554622,0.616935483870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.8238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-26.8210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.6636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67748917748918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,84.6804878048781,0,0,0,0,0,0,0,15.724039829303,0,0,0,0,0,0,7.12784090909091,5.91891891891892,28.1599190283401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40153846153846,0,0,0,0,0,0,0,16.0285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8653846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.5169590643275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.497619047619,0,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55128205128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,70.0930232558139,0,-16.5874822190612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.83697478991597,3.15897435897436,8.82692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01282051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78095238095238,-6.13166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2116666666667,-2.05882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,62.3009446693657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78228228228228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.270161290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22758620689655,0,0,0,0,0,0,0,0,0,0,22.6235294117647,11.3840579710145,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.5806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.8055555555556,5.65277777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-16.5874822190612,0,45.125641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4233870967742,1.39750445632799,0.79047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.36796536796537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39393939393939,0.876666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.306324110671937,17.7619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,57.3909090909091,-0.177700348432056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.07897793263647,0,0,0,0,0,0,0,1.2890243902439,-1.98141695702671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7027027027027,0,0,0,0,0,0,0,0,0,7.58589743589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.39393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52463054187192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,0,0,0
0,0,0,0,0,0,0,0,-0.177700348432056,57.1614401858304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7058029689609,0,0,0,0,0,0,0,23.0853485064011,0.651282051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91666666666667,0,0,0,0,0,0,0,0,0,25.8918918918919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.8653846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33760683760684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
