"Charlie Blackmon_COL","Nolan Arenado_COL","Francisco Lindor_CLE","Michael Brantley_CLE","Jason Kipnis_CLE","Edwin Encarnacion_CLE","Carlos Santana_CLE","Gerardo Parra_COL","Mark Reynolds_COL","DJ LeMahieu_COL","Trevor Story_COL","Jose Ramirez_CLE","David Dahl_COL","Josh Donaldson_TOR","Bryce Harper_WAS","Ian Desmond_COL","Bradley Zimmer_CLE","Yonder Alonso_OAK","Daniel Murphy_WAS","Ryan Zimmerman_WAS","Cody Bellinger_LAD","Trea Turner_WAS","Chris Taylor_LAD","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Justin Smoak_TOR","Anthony Rendon_WAS","Ryon Healy_OAK","Brandon Guyer_CLE","Khris Davis_OAK","Austin Jackson_CLE","Jed Lowrie_OAK","Michael Taylor_WAS","Yasiel Puig_LAD","Pat Valaika_COL","Jose Bautista_TOR","Russell Martin_TOR","Matt Joyce_OAK","Kendrys Morales_TOR","Adam Eaton_WAS","Carlos Gonzalez_COL","Yan Gomes_CLE","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Stephen Cardullo_COL","Raimel Tapia_COL","Dustin Garneau_COL","Tyler Naquin_CLE","Yandy Diaz_CLE","Joc Pederson_LAD","Jayson Werth_WAS","Justin Turner_LAD","Yasmani Grandal_LAD","Logan Forsythe_LAD","Corey Seager_LAD","Marcus Semien_OAK","Devon Travis_TOR","Chase Utley_LAD","Alexi Amarista_COL","Tony Wolters_COL","Troy Tulowitzki_TOR","Franklin Gutierrez_LAD","Matt Wieters_WAS","Roberto Perez_CLE","Daniel Robertson_CLE","Steve Pearce_TOR","Adam Lind_WAS","Tom Murphy_COL","Rajai Davis_OAK","Ezequiel Carrera_TOR","Kevin Pillar_TOR","Adrian Gonzalez_LAD","Trayce Thompson_LAD","Kike Hernandez_LAD","Austin Barnes_LAD","Chad Pinder_OAK","Andrew Toles_LAD","Ryan Hanigan_COL","Cristhian Adames_COL","Josh Phegley_OAK","Mark Canha_OAK","Dalton Pompey_TOR","Rowdy Tellez_TOR","Rob Segedin_LAD","Jake Smolinski_OAK","Stephen Vogt_OAK","Ryan Goins_TOR","Ryan LaMarre_OAK","Andre Ethier_LAD","Brian Goodwin_WAS","Jarrod Saltalamacchia_TOR","Bruce Maxwell_OAK","Scott Van Slyke_LAD","Darrell Ceciliani_TOR","Stephen Drew_WAS","Wilmer Difo_WAS","Trevor Plouffe_OAK","Anthony Alford_TOR","Chris Heisey_WAS","Chris Coghlan_TOR","Dwight Smith_TOR","Ryan Raburn_WAS","Adam Rosales_OAK","Luke Maile_TOR","Mike Freeman_LAD","Rafael Bautista_WAS","Darwin Barney_TOR","Jaff Decker_OAK","Mike Ohlman_TOR","Matt Olson_OAK","Jose Lobaton_WAS","Grant Green_WAS","Brett Eibner_LAD"
72.8054298642534,5.36352941176471,0,0,0,0,0,13.5862068965517,15.2521739130435,2.46173469387755,6.21337126600285,0,0,0,0,7.60615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1111111111111,0,0,0,0,0,10.4814986123959,0,0,0,5.4,0,4.21428571428571,0,0,0,0,0,0,0,0,0,0,0,23.5777777777778,21.6965517241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.36352941176471,61.6640058055152,0,0,0,0,0,-1.6633064516129,9.56105457909343,4.36816326530612,4.81650071123755,0,0,0,0,23.3760683760684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.4888888888889,0,0,0,0,0,2.0518038852914,0,0,0,14.05,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,35.8909090909091,-0.632183908045977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,66.8801020408163,7.04230769230769,16.253781512605,0.487974098057354,2.15731292517007,0,0,0,0,5.24541062801932,0,0,0,0,-10.4090909090909,0,0,0,0,0,0,11.9963768115942,24.6471861471861,0,0,0,-9.74285714285714,0,-29.7794117647059,0,0,0,0,0,0,0,0,0,0,-1.22916666666667,0,26,0,0,0,24,17.1047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1875,5.80882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7.04230769230769,41.6451219512195,9.74838709677419,6.32118758434548,6.64329268292683,0,0,0,0,14.3333333333333,0,0,0,0,-8.77777777777778,0,0,0,0,0,0,-5.33333333333333,17.7190476190476,0,0,0,-6.45833333333333,0,13.7272727272727,0,0,0,0,0,0,0,0,0,0,3.1551724137931,0,-10.8333333333333,0,0,0,12,3.51388888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0909090909091,-0.834558823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16.253781512605,9.74838709677419,81.9642857142857,-1.68360071301248,16.5761904761905,0,0,0,0,6.6781512605042,0,0,0,0,-22.3909090909091,0,0,0,0,0,0,34.8684210526316,15.9714285714286,0,0,0,28.0952380952381,0,35.4666666666667,0,0,0,0,0,0,0,0,0,0,3.78,0,-23.8333333333333,0,0,0,0,-10.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6222222222222,-1.41544117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.487974098057354,6.32118758434548,-1.68360071301248,49.6099290780142,-0.437943262411348,0,0,0,0,9.64545454545454,0,0,0,0,-30.8055555555556,0,0,0,0,0,0,-15.1640316205534,5.69264069264069,0,0,0,4.65714285714286,0,7.20915032679739,0,0,0,0,0,0,0,0,0,0,24.3064516129032,0,0,0,0,0,30,-2.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.68333333333333,6.44166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.15731292517007,6.64329268292683,16.5761904761905,-0.437943262411348,42.5816326530612,0,0,0,0,27.2095282146161,0,0,0,0,5.12727272727273,0,0,0,0,0,0,26.4329710144928,7.12987012987013,0,0,0,9.54285714285714,0,18.8986928104575,0,0,0,0,0,0,0,0,0,0,-5.41193181818182,0,-6.5,0,0,0,0,1.01904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4375,-1.98039215686275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.5862068965517,-1.6633064516129,0,0,0,0,0,60.6088709677419,4.01538461538462,-6.6816091954023,5.7,0,0,0,0,-20.0681818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,7.46461538461538,0,0,0,0,0,-1.85714285714286,0,0,0,0,0,0,0,0,0,0,0,-1.38095238095238,1.94861660079051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.2521739130435,9.56105457909343,0,0,0,0,0,4.01538461538462,76.5917553191489,5.83737373737374,4.70588235294118,0,0,0,0,1.62055335968379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4181818181818,0,0,0,0,0,15.4390243902439,0,0,0,0.1,0,2.06593406593407,0,0,0,0,0,0,0,0,0,0,0,40.25,9.72923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.46173469387755,4.36816326530612,0,0,0,0,0,-6.6816091954023,5.83737373737374,43.9796078431373,5.28571428571429,0,0,0,0,8.25641025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0888888888889,0,0,0,0,0,8.5,0,0,0,2.5,0,3.81904761904762,0,0,0,0,0,0,0,0,0,0,0,54.6527777777778,-2.08990147783251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
