"Charlie Blackmon_COL","Nolan Arenado_COL","Giancarlo Stanton_MIA","George Springer_HOU","Jose Altuve_HOU","Mookie Betts_BOS","Andrew McCutchen_PIT","Mike Trout_LAA","Joey Votto_CIN","Carlos Correa_HOU","Michael Conforto_NYM","Josh Bell_PIT","Starling Marte_PIT","Yuli Gurriel_HOU","Marcell Ozuna_MIA","Justin Bour_MIA","Adam Duvall_CIN","Mark Reynolds_COL","Gerardo Parra_COL","Josh Reddick_HOU","Marwin Gonzalez_HOU","Zack Cozart_CIN","Josh Harrison_PIT","Gregory Polanco_PIT","Edwin Encarnacion_CLE","Christian Yelich_MIA","Trevor Story_COL","Miguel Sano_MIN","Logan Morrison_TB","Dustin Pedroia_BOS","Khris Davis_OAK","Ryan Braun_MIL","DJ LeMahieu_COL","Adam Frazier_PIT","Jose Ramirez_CLE","Jose Abreu_CWS","Avisail Garcia_CWS","Carlos Beltran_HOU","Ian Desmond_COL","Justin Smoak_TOR","Jason Kipnis_CLE","Nicholas Castellanos_DET","Evan Gattis_HOU","Shin-Soo Choo_TEX","Steven Souza_TB","Lucas Duda_NYM","Domingo Santana_MIL","David Freese_PIT","Michael Brantley_CLE","Mike Moustakas_KC","Whit Merrifield_KC","Brian Dozier_MIN","Elvis Andrus_TEX","Billy Hamilton_CIN","Travis Shaw_MIL","Jordy Mercer_PIT","Francisco Lindor_CLE","Melky Cabrera_CWS","Ian Kinsler_DET","Justin Upton_DET","Jake Marisnick_HOU","Eugenio Suarez_CIN","Freddy Galvis_PHI","David Dahl_COL","Carlos Santana_CLE","Evan Longoria_TB","Corey Dickerson_TB","Xander Bogaerts_BOS","Andrew Benintendi_BOS","Scooter Gennett_CIN","Eric Thames_MIL","Salvador Perez_KC","Adam Jones_BAL","Alex Bregman_HOU","Hanley Ramirez_BOS","Dee Gordon_MIA","Yonder Alonso_OAK","Bradley Zimmer_CLE","Eric Hosmer_KC","Yoan Moncada_CWS","Jonathan Schoop_BAL","Manny Machado_BAL","Mallex Smith_TB","Aaron Altherr_PHI","Jonathan Villar_MIL","Odubel Herrera_PHI","Maikel Franco_PHI","Carlos Gonzalez_COL","David Wright_NYM","Matt Joyce_OAK","Howie Kendrick_PHI","Jose Osuna_PIT","Josh Donaldson_TOR","Victor Martinez_DET","Miguel Cabrera_DET","Kennys Vargas_MIN","Mikie Mahtook_DET","Chris Davis_BAL","Adrian Beltre_TEX","Mike Napoli_TEX","Jackie Bradley_BOS","Neil Walker_NYM","Jay Bruce_NYM","Yoenis Cespedes_NYM","Cesar Hernandez_PHI","Nick Williams_PHI","Francisco Cervelli_PIT","Raimel Tapia_COL","Pat Valaika_COL","Jose Bautista_TOR","Abraham Almonte_CLE","Matt Davidson_CWS","Joe Mauer_MIN","Eduardo Escobar_MIN","Eddie Rosario_MIN","Byron Buxton_MIN","Brian McCann_HOU","Mark Trumbo_BAL","Nomar Mazara_TEX","Martin Prado_MIA","JT Realmuto_MIA","Rajai Davis_OAK","Asdrubal Cabrera_NYM","Marcus Semien_OAK","Hernan Perez_MIL","Steve Pearce_TOR","Brandon Moss_KC","Alcides Escobar_KC","Jorge Bonifacio_KC","Zack Granite_MIN","Seth Smith_BAL","Trey Mancini_BAL","Carlos Gomez_TEX","Delino DeShields_TEX","Cameron Maybin_LAA","Mitch Moreland_BOS","Derek Dietrich_MIA","Curtis Granderson_NYM","Jesus Aguilar_MIL","Orlando Arcia_MIL","Kendrys Morales_TOR","Lonnie Chisenhall_CLE","Bobby Bradley_CLE","Lorenzo Cain_KC","Andrew Romine_DET","Alex Avila_DET","Norichika Aoki_HOU","Joey Rickard_BAL","Kevin Kiermaier_TB","Brad Miller_TB","Rougned Odor_TEX","Joey Gallo_TEX","Chris Young_BOS","Arismendy Alcantara_CIN","Scott Schebler_CIN","Jose Reyes_NYM","Eric Sogard_MIL","Daniel Nava_PHI","Tommy Joseph_PHI","Lewis Brinson_MIL","Danny Ortiz_PIT","Greg Allen_CLE","Alex Gordon_KC","Alen Hanson_CWS","Cheslor Cuthbert_KC","Max Kepler_MIN","JD Davis_HOU","Colby Rasmus_TB","Wilson Ramos_TB","Tyler Moore_MIA","Jesse Winker_CIN","Jed Lowrie_OAK","Travis d'Arnaud_NYM","TJ Rivera_NYM","Manny Pina_MIL","Stephen Vogt_MIL","Elias Diaz_PIT","Devon Travis_TOR","Paulo Orlando_KC","Billy Burns_KC","Robbie Grossman_MIN","Teoscar Hernandez_HOU","Colin Moran_HOU","Trevor Plouffe_TB","Matt Duffy_TB","Albert Pujols_LAA","Jefry Marte_LAA","Andrelton Simmons_LAA","Destin Hood_MIA","Keon Broxton_MIL","Andrew Knapp_PHI","Jordan Patterson_COL","Austin Jackson_CLE","Brandon Guyer_CLE","Erik Gonzalez_CLE","Charlie Tilson_CWS","Jose Iglesias_DET","Welington Castillo_BAL","Ruben Tejada_BAL","Robinson Chirinos_TEX","Jhonny Peralta_BOS","Tomas Telis_MIA","Jose Peraza_CIN","Michael Reed_MIL","Brett Phillips_MIL","Mike Tauchman_COL","Miguel Montero_TOR","Russell Martin_TOR","Ezequiel Carrera_TOR","Tyler Naquin_CLE","Jorge Soler_KC","Tim Anderson_CWS","Daniel Palka_MIN","Craig Gentry_BAL","Johnny Giavotella_BAL","Derek Fisher_HOU","Anthony Santander_BAL","Jake Bauers_TB","Ben Revere_LAA","Nick Franklin_LAA","Brock Holt_BOS","CJ Cron_LAA","Christian Colon_MIA","Steve Lombardozzi_MIA","Ryon Healy_OAK","Amed Rosario_NYM","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Cameron Perkins_PHI","Alexi Amarista_COL","Stephen Cardullo_COL","Jacob Stallings_PIT","Tom Murphy_COL","Max Moroff_PIT","Jarrod Saltalamacchia_TOR","Troy Tulowitzki_TOR","Giovanny Urshela_CLE","Dalton Pompey_TOR","Kevin Pillar_TOR","Ian Parmley_TOR","Harold Ramirez_TOR","Richard Urena_TOR","Rowdy Tellez_TOR","Tyler Saladino_CWS","Adam Engel_CWS","Ryan O'Hearn_KC","Chris Gimenez_MIN","Alex Presley_DET","Ehire Adrianza_MIN","Dixon Machado_DET","JaCoby Jones_DET","JJ Hardy_BAL","David Washington_BAL","Jonathan Lucroy_TEX","Jurickson Profar_TEX","Yunel Escobar_LAA","Kole Calhoun_LAA","Ichiro Suzuki_MIA","Tucker Barnhart_CIN","Mark Canha_OAK","Brandon Nimmo_NYM","Ryan Cordell_MIL","Scott Kingery_PHI","Gift Ngoepe_PIT","Cristhian Adames_COL","Darrell Ceciliani_TOR","Francisco Mejia_CLE","Yandy Diaz_CLE","Leury Garcia_CWS","Omar Narvaez_CWS","Jacob May_CWS","Terrance Gore_KC","John Hicks_DET","Tyler Collins_DET","Caleb Joseph_BAL","Derek Norris_TB","Martin Maldonado_LAA","Pablo Sandoval_BOS","Luis Valbuena_LAA","Danny Espinosa_LAA","AJ Ellis_MIA","Mike Aviles_MIA","Devin Mesoraco_CIN","Miguel Rojas_MIA","Joey Wendle_OAK","Brock Stassi_PHI","Cameron Rupp_PHI","Jacob Nottingham_MIL","Ryan Hanigan_COL","John Jaso_PIT","Tony Wolters_COL","Kevin Newman_PIT","John Bormann_PIT","Chris Coghlan_TOR","Yan Gomes_CLE","Anthony Alford_TOR","Cody Asche_CWS","Jason Castro_MIN","James McCann_DET","Kyle Tucker_HOU","Rickie Weeks_TB","Peter Bourjos_TB","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Steve Selsky_BOS","Marco Hernandez_BOS","JT Riddle_MIA","Juan Lagares_NYM","Jake Smolinski_OAK","Wilmer Flores_NYM","Ryan LaMarre_OAK","Matt Reynolds_NYM","Gavin Cecchini_NYM","Corey Ray_MIL","Chris Stewart_PIT","Roberto Perez_CLE","Ryan Goins_TOR","Dwight Smith_TOR","Geovany Soto_CWS","Yolmer Sanchez_CWS","Willy Garcia_CWS","Jim Adduci_DET","Jorge Polanco_MIN","Jesus Sucre_TB","Adeiny Hechavarria_TB","Curt Casali_TB","Ryan Rua_TEX","Andy Ibanez_TEX","Eric Young_LAA","Deven Marrero_BOS","Patrick Kivlehan_CIN","Phillip Ervin_CIN","Kevin Plawecki_NYM","Bruce Maxwell_OAK","Luke Maile_TOR","Raul Mondesi_KC","Paul Janish_BAL","Francisco Pena_BAL","Juan Centeno_HOU","Ryan Flaherty_BAL","Hyun Soo Kim_BAL","Luis Sardinas_BAL","Tony Kemp_HOU","Daniel Robertson_TB","Josh Rutledge_BOS","Sam Travis_BOS","Tzu-Wei Lin_BOS","David Fletcher_LAA","Rene Rivera_NYM","Chris Carter_OAK","Matt Olson_OAK","Yadiel Rivera_MIL","Jorge Alfaro_PHI","Roman Quinn_PHI","Rhys Hoskins_PHI","Dustin Garneau_COL","Phil Gosselin_PIT","Chris Bostick_PIT","Michael Martinez_CLE","Darwin Barney_TOR","Daniel Robertson_CLE","Matt den Dekker_DET","Tim Beckham_TB","Shane Peterson_TB","Hanser Alberto_TEX","Sandy Leon_BOS","Christian Vazquez_BOS","Nolan Fontana_LAA","Jett Bandy_MIL","Drew Stubbs_TEX","Ronald Guzman_TEX","Nick Senzel_CIN","Adam Rosales_OAK","Josh Phegley_OAK","Mike Ohlman_TOR","Drew Butera_KC","Ramon Torres_KC","Kevan Smith_CWS","Drew Robinson_TEX","Cliff Pennington_LAA","Carlos Perez_LAA","Stuart Turner_CIN","Chad Pinder_OAK","Ty Kelly_PHI","Grant Green_CWS","Hunter Dozier_KC","Zack Collins_CWS","Juan Graterol_LAA","Jaff Decker_OAK","Andres Blanco_PHI","Taylor Featherston_TB","Willy Adames_TB","Shane Robinson_LAA","Kaleb Cowart_LAA","Ryan Lavarnway_OAK","Jaycob Brugman_OAK","Renato Nunez_OAK","Franklin Barreto_OAK","Matt Chapman_OAK"
72.6626570435712,23.6385542168675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2893028024607,17.9676113360324,0,0,0,0,0,0,0,11.7647058823529,0,0,0,0,0,11.6227848101266,0,0,0,0,0,7.81176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1184210526316,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4448529411765,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8205128205128,0,11.9593613933237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.6385542168675,98.7677154582763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61614035087719,7.29230769230769,0,0,0,0,0,0,0,27.5137529137529,0,0,0,0,0,15.0478740668614,0,0,0,0,0,15.472850678733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85,38.7032967032967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.625,14.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.7472527472527,0,-3.53294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,87.2042455536431,0,0,0,0,0,0,0,0,0,0,0,7.21657361151925,13.3033126293996,0,0,0,0,0,0,0,0,0,2.98931044866004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81351981351981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55172413793103,-5.10865191146881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77423469387755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.05555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.547619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24725274725275,0,0,-24.4771241830065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5942684766214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,86.9103557085485,7.07052469135802,0,0,0,0,18.6987480438185,0,0,0,16.8334134615385,0,0,0,0,0,8.12704918032787,7.91688311688312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94776119402985,0,0,0,0,31.0567375886525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10.9794736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35836734693878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39799154334038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7.07052469135802,61.7083447332421,0,0,0,0,-5.43761569788967,0,0,0,-5.93286713286713,0,0,0,0,0,3.61827956989247,6.32272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1908902691511,0,0,0,0,3.67198581560284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3371266002845,0,0,0,0,0,0,0,0,0,0,0,0,9.39644565960355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.18251088534107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93604651162791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.91666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,99.1774770173647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2150905432596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4943037974684,17.0695488721805,0,0,0,0,0,22.3972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.98474178403756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435024065161051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.6452347083926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9107142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9387351778656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3776276276276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33833333333333,5.81944444444444,48.8181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6231501057082,-4.73787878787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,64.4973876698015,0,0,0,0,6.38875598086124,28.7,0,0,0,0,0,0,0,0,0,1.62059620596206,0.349531116794544,0,0,0,0,0,0,0,0,0,2.84615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8556319407721,0,0,0,0,0,0,0,7.98518518518518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5289855072464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33473095737247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74777183600713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,48.0310204081633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2674253200569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59800664451827,13.5281385281385,11.0416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1241830065359,-8,0,14.0238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20084033613445,1.37222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.29268292682927,0,-2.23529411764706,18.6755793226381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.8333333333333,0,0,0,0,0,0,0,0,0,0,0,6.63461538461539,0,0,0,0,0,0,0,16.55,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,55.0223470661673,0,0,0,0,0,0,0,4.0342344989715,0,0,0,0,7.00351185250219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.31737428485396,0,0,0,0,0,0,0,-3.94137525712607,0,0,0,0,0,0,0,-7.00151515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21428571428571,1.65601851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95404595404595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74165457184325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.96774193548387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,18.6987480438185,-5.43761569788967,0,0,0,0,59.0496592015579,0,0,0,15.427527761543,0,0,0,0,0,18.6591046581972,7.04326530612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29960317460317,0,0,0,0,21.0204872646733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,3.0935817805383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.5732946298984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
