Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Michael Crabtree,16,,WR,6700,OAK,@TB,23.5,TB by 1,-4%,5%,-17%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,8.4,6.8,1.0,7.8,11,13.4,18.0,18.0,8.4,27.7,12.8,1.9,0.0,0.0
Marvin Jones,4,,WR,6600,DET,@HOU,22.3,HOU by 2,-24%,26%,-17%,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,3.0,5.3,7.4,7.1,1.1,12.0,13,12.1,17.9,17.9,6.7,29.1,14.6,2.2,0.0,0.0
Emmanuel Sanders,8,,WR,6500,DEN,SD,23.3,DEN by 3.5,12%,-16%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,7.7,9.3,8.5,1.7,7.7,15,11.9,15.8,15.8,5.6,26.1,16.0,2.5,0.0,0.0
Devonta Freeman,20,,RB,6500,ATL,GB,27.0,ATL by 3,0%,-33%,-43%,0.0,0.0,0.0,0.0,0.0,16.7,15.0,17.8,2.6,4.8,5.3,4.0,4.8,1.4,6.0,40,14.8,15.8,15.8,6.2,25.4,18.7,2.9,0.0,0.0
Greg Olsen,13,,TE,6500,CAR,ARI,24.0,CAR by 2.5,-19%,-10%,-51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,6.4,1.2,10.2,11,22.4,20.0,20.0,12.9,27.1,12.0,1.8,0.0,0.0
Randall Cobb,10,Q,WR,6400,GB,@ATL,24.0,ATL by 3,18%,-14%,5%,0.0,0.0,0.0,0.0,0.0,2.0,1.7,0.0,0.3,3.3,12.3,9.2,0.0,1.3,7.1,0,23.2,16.0,16.0,7.0,25.0,0.0,0.0,0.0,0.0
Matt Forte,28,,RB,6400,NYJ,@CLE,24.0,NYJ by 2.5,14%,30%,22%,0.0,0.0,0.0,0.0,0.0,17.0,18.9,16.3,3.3,3.5,3.0,3.7,2.5,0.3,5.7,32,14.9,16.2,16.2,3.2,29.3,15.8,2.5,0.0,0.0
Matthew Stafford,1,,QB,6400,DET,@HOU,22.3,HOU by 2,-24%,26%,-22%,28.3,34.4,34.0,4.9,7.9,4.3,3.0,2.3,0.1,6.0,0.0,0.0,0.0,0.0,0.0,65,21.9,21.7,21.7,14.1,29.4,18.0,2.8,0.0,0.0
Kirk Cousins,1,,QB,6300,WAS,@CIN,23.0,CIN by 3,-5%,10%,25%,38.0,37.9,32.9,5.7,7.5,2.0,1.7,2.4,0.3,4.1,0.0,0.0,0.0,0.0,0.0,61,19.2,19.0,19.0,14.7,23.3,18.7,3.0,0.0,0.0
Lamar Miller,7,Q,RB,6300,HOU,DET,24.3,HOU by 2,9%,4%,-2%,0.0,0.0,0.0,0.0,0.0,14.3,19.4,14.4,1.6,4.3,3.7,3.6,2.6,0.4,4.7,29,16.3,15.4,15.4,5.2,25.6,13.5,2.1,0.0,0.0
Julian Edelman,7,Q,WR,6300,NE,@BUF,26.8,NE by 5.5,-2%,16%,5%,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.3,0.1,4.9,9.0,7.9,7.1,0.9,5.8,12,10.1,10.3,10.3,5.7,14.8,13.5,2.1,0.0,0.0
Andy Dalton,3,,QB,6200,CIN,WAS,26.0,CIN by 3,0%,12%,-7%,33.3,35.1,33.2,4.6,8.4,2.7,3.6,5.0,0.1,3.7,0.0,0.0,0.0,0.0,0.0,65,22.4,19.6,19.6,14.9,24.2,19.3,3.1,0.0,0.0
Ryan Fitzpatrick,13,,QB,6200,NYJ,@CLE,24.0,NYJ by 2.5,14%,30%,38%,27.7,33.9,32.0,4.4,6.6,1.0,2.4,4.4,0.3,4.3,0.0,0.0,0.0,0.0,0.0,62,10.0,12.2,12.2,5.4,19.1,20.2,3.3,0.0,0.0
Demaryius Thomas,8,,WR,6200,DEN,SD,23.3,DEN by 3.5,12%,-16%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.7,8.2,1.4,8.4,14,13.1,15.7,15.7,9.7,21.7,15.9,2.6,0.0,0.0
Blake Bortles,2,,QB,6100,JAX,@TEN,20.3,TEN by 3,3%,-19%,-3%,36.3,39.3,34.4,5.2,6.6,5.0,3.8,2.6,0.2,5.3,0.0,0.0,0.0,0.0,0.0,68,18.0,18.7,18.7,13.2,24.1,17.1,2.8,0.0,0.0
Terrelle Pryor,18,,WR,6100,CLE,NYJ,21.5,NYJ by 2.5,14%,-31%,23%,1.3,1.3,0.0,0.1,4.6,1.0,1.1,1.3,0.1,2.6,7.7,9.0,8.7,0.9,6.8,18,14.3,15.5,15.5,3.7,27.4,15.9,2.6,0.0,0.0
Philip Rivers,1,,QB,6100,SD,@DEN,19.8,DEN by 3.5,-26%,9%,-26%,34.3,35.0,33.0,7.9,8.3,0.3,0.9,1.7,0.0,3.2,0.0,0.0,0.0,0.0,0.0,57,20.7,20.0,20.0,13.0,26.9,15.9,2.6,0.0,0.0
Doug Martin,,O,RB,6100,TB,OAK,24.5,TB by 1,19%,20%,17%,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,1.0,3.4,2.5,2.5,0.0,0.0,6.8,0,8.5,8.5,8.5,-0.2,17.1,0.0,0.0,0.0,0.0
Jimmy Graham,26,,TE,6100,SEA,@NO,25.0,SEA by 1,14%,9%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.8,6.3,0.7,10.0,10,15.2,13.1,13.1,4.9,21.3,11.9,2.0,0.0,0.0
Will Fuller,22,,WR,6000,HOU,DET,24.3,HOU by 2,9%,4%,16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,7.8,6.6,0.7,7.4,11,11.6,13.8,13.8,3.1,24.6,13.4,2.2,0.0,0.0
Jeremy Maclin,3,,WR,6000,KC,@IND,26.8,KC by 3,12%,10%,-5%,0.3,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0,-1.0,5.3,7.5,6.6,0.3,7.4,12,9.6,11.0,11.0,7.1,14.9,15.2,2.5,0.0,0.0
Carson Palmer,5,,QB,6000,ARI,@CAR,21.5,CAR by 2.5,14%,-17%,11%,39.7,39.5,33.9,4.8,7.2,1.3,1.0,1.5,0.0,1.3,0.0,0.0,0.0,0.0,0.0,56,14.5,16.2,16.2,9.4,23.0,19.5,3.3,0.0,0.0
Derek Carr,14,,QB,5900,OAK,@TB,23.5,TB by 1,-4%,5%,-9%,37.0,37.7,34.0,4.7,6.8,3.0,2.4,2.7,0.0,2.8,0.0,0.0,0.0,0.0,0.0,61,16.7,19.6,19.6,12.8,26.4,19.0,3.2,0.0,0.0
C.J. Anderson,1,O,RB,5900,DEN,SD,23.3,DEN by 3.5,12%,-16%,40%,0.0,0.0,0.0,0.0,0.0,12.3,15.7,0.0,3.3,4.0,3.0,3.4,0.0,0.3,5.3,0,13.3,15.1,15.1,6.8,23.3,0.0,0.0,0.0,0.0
Marcus Mariota,2,,QB,5900,TEN,JAX,23.3,TEN by 3,-12%,2%,-11%,30.0,32.3,29.5,3.6,7.1,5.3,4.1,4.2,0.6,7.2,0.0,0.0,0.0,0.0,0.0,56,25.7,18.6,18.6,9.9,27.3,16.5,2.8,0.0,0.0
Jordan Reed,4,Q,TE,5900,WAS,@CIN,23.0,CIN by 3,-5%,10%,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.2,6.6,1.0,6.9,11,17.1,15.3,15.3,7.9,22.7,13.4,2.3,0.0,0.0
Alshon Jeffery,2,,WR,5900,CHI,MIN,18.3,MIN by 4,-15%,-24%,-35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.9,9.5,0.6,9.5,17,11.8,12.4,12.4,8.2,16.6,16.4,2.8,0.0,0.0
Dak Prescott,0,,QB,5800,DAL,PHI,24.5,DAL by 5,-14%,-4%,-39%,27.7,30.3,30.4,4.5,8.2,4.3,3.3,4.1,0.8,3.4,0.0,0.0,0.0,0.0,0.0,59,19.0,18.2,18.2,13.8,22.6,16.7,2.9,0.0,0.0
Willie Snead,8,,WR,5800,NO,SEA,24.0,SEA by 1,-5%,-22%,-19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,7.2,6.8,0.4,10.6,11,9.9,16.3,16.3,4.2,28.4,13.6,2.3,0.0,0.0
Jacquizz Rodgers,35,,RB,5800,TB,OAK,24.5,TB by 1,19%,20%,17%,0.0,0.0,0.0,0.0,0.0,20.7,13.8,14.3,1.4,4.7,3.0,2.2,5.3,0.4,4.5,32,15.0,10.3,10.3,0.8,19.7,15.0,2.6,0.0,0.0
Alex Smith,9,,QB,5800,KC,@IND,26.8,KC by 3,12%,10%,18%,32.0,35.7,32.9,4.3,7.1,2.7,2.8,3.8,0.7,1.3,0.0,0.0,0.0,0.0,0.0,64,14.9,15.9,15.9,6.6,25.2,19.5,3.4,0.0,0.0
Jameis Winston,30,,QB,5700,TB,OAK,24.5,TB by 1,19%,20%,26%,31.7,39.7,36.7,4.8,6.7,3.3,3.5,3.5,0.5,2.3,0.0,0.0,0.0,0.0,0.0,65,16.7,19.5,19.5,11.3,27.6,21.8,3.8,0.0,0.0
Melvin Gordon,7,,RB,5700,SD,@DEN,19.8,DEN by 3.5,-26%,9%,3%,0.0,0.0,0.0,0.0,0.0,21.7,19.7,18.3,4.4,3.3,3.3,3.9,2.4,0.7,6.5,34,20.1,20.7,20.7,12.0,29.3,13.9,2.4,0.0,0.0
Jordan Matthews,,,WR,5700,PHI,@DAL,19.5,DAL by 5,5%,-15%,-8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.8,7.2,0.8,8.6,13,8.3,12.6,12.6,4.7,20.4,15.1,2.6,0.0,0.0
Geno Smith,,O,QB,5700,NYJ,@CLE,24.0,NYJ by 2.5,14%,30%,38%,7.0,7.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0,4.5,4.5,4.5,-1.2,10.2,0.0,0.0,0.0,0.0
Tony Romo,,O,QB,5600,DAL,PHI,24.5,DAL by 5,-14%,-4%,-39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefon Diggs,1,,WR,5600,MIN,@CHI,22.3,MIN by 4,-1%,0%,33%,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.3,0.2,-1.0,6.3,7.8,7.3,0.6,10.0,13,7.1,15.6,15.6,2.5,28.6,13.7,2.4,0.0,0.0
Jamaal Charles,,O,RB,5500,KC,@IND,26.8,KC by 3,12%,10%,36%,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.3,3.3,1.0,1.0,0.0,0.3,4.7,0,4.5,4.5,4.5,-2.7,11.6,0.0,0.0,0.0,0.0
Brock Osweiler,9,,QB,5400,HOU,DET,24.3,HOU by 2,9%,4%,50%,40.7,38.3,33.1,3.7,5.7,1.7,1.9,2.9,0.3,3.8,0.0,0.0,0.0,0.0,0.0,61,11.2,12.8,12.8,7.9,17.6,17.6,3.3,0.0,0.0
Donte Moncrief,5,Q,WR,5400,IND,KC,23.8,KC by 3,2%,7%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,7.2,1.0,7.3,13,10.1,10.1,10.1,-1.5,21.8,13.4,2.5,0.0,0.0
Ty Montgomery,33,Q,WR,5300,GB,@ATL,24.0,ATL by 3,18%,-14%,5%,0.0,0.0,0.0,0.0,0.0,4.3,2.3,7.0,0.7,4.7,8.3,4.2,5.5,1.3,6.6,21,14.0,7.0,7.0,-3.9,17.9,15.3,2.9,0.0,0.0
LeGarrette Blount,17,,RB,5300,NE,@BUF,26.8,NE by 5.5,-2%,16%,9%,0.0,0.0,0.0,0.0,0.0,18.3,20.4,15.6,3.7,4.0,1.0,0.9,1.1,0.0,5.2,27,18.0,17.4,17.4,9.3,25.5,11.2,2.1,0.0,0.0
DeSean Jackson,1,Q,WR,5300,WAS,@CIN,23.0,CIN by 3,-5%,10%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,5.6,0.6,7.5,10,8.2,10.4,10.4,3.4,17.4,12.7,2.4,0.0,0.0
Kevin Hogan,,,QB,5300,CLE,NYJ,21.5,NYJ by 2.5,14%,-31%,15%,24.0,24.0,0.0,0.0,4.2,7.0,7.0,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,0,21.4,21.4,21.4,21.4,21.4,0.0,0.0,0.0,0.0
Tyrod Taylor,5,,QB,5200,BUF,NE,21.3,NE by 5.5,3%,-14%,2%,25.7,27.6,29.8,2.7,6.7,6.7,5.9,4.7,0.6,6.6,0.0,0.0,0.0,0.0,0.0,64,20.4,18.0,18.0,11.3,24.7,16.1,3.1,0.0,0.0
Josh McCown,7,,QB,5200,CLE,NYJ,21.5,NYJ by 2.5,14%,-31%,15%,33.0,33.0,30.0,1.0,7.9,2.0,2.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,16.4,16.4,16.4,16.4,16.4,17.3,3.3,0.0,0.0
Giovani Bernard,1,,RB,5200,CIN,WAS,26.0,CIN by 3,0%,12%,21%,0.0,0.0,0.0,0.0,0.0,13.7,9.4,7.5,1.6,3.7,4.3,5.3,4.4,0.7,7.1,20,14.9,13.6,13.6,5.7,21.4,12.3,2.4,0.0,0.0
Travis Benjamin,,Q,WR,5200,SD,@DEN,19.8,DEN by 3.5,-26%,9%,-48%,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,-1.0,7.0,7.0,5.9,0.9,9.5,10,11.6,13.8,13.8,3.9,23.6,10.1,1.9,0.0,0.0
Golden Tate,4,,WR,5100,DET,@HOU,22.3,HOU by 2,-24%,26%,-17%,0.0,0.0,0.0,0.0,0.0,1.3,0.9,0.4,0.1,0.5,9.0,7.6,6.5,0.9,7.4,12,18.9,11.6,11.6,1.0,22.3,12.8,2.5,0.0,0.0
Tevin Coleman,1,O,RB,5100,ATL,GB,27.0,ATL by 3,0%,-33%,-43%,0.0,0.0,0.0,0.0,0.0,6.3,8.4,0.0,1.6,4.0,3.0,3.4,0.0,0.6,13.8,0,15.5,16.3,16.3,6.0,26.7,0.0,0.0,0.0,0.0
Trevor Siemian,2,,QB,5100,DEN,SD,23.3,DEN by 3.5,12%,-16%,17%,27.3,29.3,32.8,3.8,6.9,0.7,1.8,1.2,0.3,2.9,0.0,0.0,0.0,0.0,0.0,60,10.1,14.3,14.3,5.3,23.2,16.7,3.3,0.0,0.0
Carson Wentz,2,,QB,5100,PHI,@DAL,19.5,DAL by 5,5%,-15%,-6%,27.7,30.8,31.6,4.8,7.2,3.0,3.0,2.3,0.7,2.4,0.0,0.0,0.0,0.0,0.0,62,11.5,15.0,15.0,8.6,21.5,16.7,3.3,0.0,0.0
Chad Henne,,,QB,5000,JAX,@TEN,20.3,TEN by 3,3%,-19%,-3%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Allen,,,QB,5000,JAX,@TEN,20.3,TEN by 3,3%,-19%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colt McCoy,,,QB,5000,WAS,@CIN,23.0,CIN by 3,-5%,10%,25%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ McCarron,,,QB,5000,CIN,WAS,26.0,CIN by 3,0%,12%,-7%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Driskel,,,QB,5000,CIN,WAS,26.0,CIN by 3,0%,12%,-7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,,,QB,5000,WAS,@CIN,23.0,CIN by 3,-5%,10%,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Tolzien,,,QB,5000,IND,KC,23.8,KC by 3,2%,7%,-11%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Foles,,,QB,5000,KC,@IND,26.8,KC by 3,12%,10%,18%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bray,,,QB,5000,KC,@IND,26.8,KC by 3,12%,10%,18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Glennon,,,QB,5000,TB,OAK,24.5,TB by 1,19%,20%,26%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,,,QB,5000,TB,OAK,24.5,TB by 1,19%,20%,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt McGloin,,,QB,5000,OAK,@TB,23.5,TB by 1,-4%,5%,-9%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
