"Bryce Harper_WAS","Mike Trout_LAA","Daniel Murphy_WAS","Anthony Rendon_WAS","Jose Ramirez_CLE","Trea Turner_WAS","Logan Morrison_TB","Evan Longoria_TB","Steven Souza_TB","Edwin Encarnacion_CLE","Ryan Zimmerman_WAS","Francisco Lindor_CLE","Michael Brantley_CLE","Brandon Belt_SF","Bradley Zimmer_CLE","Khris Davis_OAK","Yonder Alonso_OAK","Corey Dickerson_TB","Michael Taylor_WAS","Andrelton Simmons_LAA","Jason Kipnis_CLE","Mallex Smith_TB","Brian Goodwin_WAS","Adam Eaton_WAS","Buster Posey_SF","Rajai Davis_OAK","Adam Lind_WAS","Cameron Maybin_LAA","Carlos Santana_CLE","Brandon Crawford_SF","Matt Joyce_OAK","Marcus Semien_OAK","Albert Pujols_LAA","Jayson Werth_WAS","Stephen Drew_WAS","Yunel Escobar_LAA","Denard Span_SF","Lonnie Chisenhall_CLE","Ryan Raburn_WAS","Wilmer Difo_WAS","Eduardo Nunez_SF","Jefry Marte_LAA","Wilson Ramos_TB","Kevin Kiermaier_TB","Brandon Guyer_CLE","Tyler Naquin_CLE","Joe Panik_SF","Colby Rasmus_TB","Brad Miller_TB","Ryon Healy_OAK","Nick Franklin_LAA","Trevor Plouffe_TB","Tim Beckham_TB","Matt Duffy_TB","Luis Valbuena_LAA","Matt Wieters_WAS","Ben Revere_LAA","Nick Hundley_SF","Abraham Almonte_CLE","Bobby Bradley_CLE","Adam Rosales_OAK","Jed Lowrie_OAK","Eric Young_LAA","Danny Espinosa_LAA","Adrian Sanchez_WAS","Kole Calhoun_LAA","CJ Cron_LAA","Erik Gonzalez_CLE","Jarrett Parker_SF","Christian Arroyo_SF","Greg Allen_CLE","Mark Canha_OAK","Gorkys Hernandez_SF","Bruce Maxwell_OAK","Joey Wendle_OAK","Jake Bauers_TB","Martin Maldonado_LAA","Hunter Pence_SF","Austin Jackson_CLE","Kelby Tomlinson_SF","Mac Williamson_SF","Peter Bourjos_TB","Jesus Sucre_TB","Giovanny Urshela_CLE","Jake Smolinski_OAK","Derek Norris_TB","Ryan LaMarre_OAK","Jose Lobaton_WAS","Shane Robinson_LAA","David Fletcher_LAA","Yan Gomes_CLE","Yandy Diaz_CLE","Rickie Weeks_TB","Curt Casali_TB","Chris Heisey_WAS","Kaleb Cowart_LAA","Nolan Fontana_LAA","Aaron Hill_SF","Roberto Perez_CLE","Adeiny Hechavarria_TB","Daniel Robertson_TB","Pedro Severino_WAS","Conor Gillaspie_SF","Shane Peterson_TB","Cliff Pennington_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Rafael Bautista_WAS","Justin Ruggiano_SF","Miguel Gomez_SF","Josh Phegley_OAK","Franklin Barreto_OAK","Michael Morse_SF","Michael Martinez_CLE","Daniel Robertson_CLE","Jae-gyun Hwang_SF","Chad Pinder_OAK","Tim Federowicz_SF","Francisco Mejia_CLE","Jaff Decker_OAK","Ryan Lavarnway_OAK","Jaycob Brugman_OAK","Taylor Featherston_TB","Renato Nunez_OAK","Matt Olson_OAK","Willy Adames_TB","Matt Chapman_OAK","Chris Marrero_SF","Austin Slater_SF","Ryder Jones_SF","Orlando Calixte_SF"
100.105633802817,0,10.04375,21.6265734265734,0,19.065233785822,0,0,0,0,20.8700564971751,0,0,0,0,0,0,0,16.7470238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.065873015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9189378057303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,49.0859903381643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7969696969697,0,0,0,0,0,0,0,13.1028528528529,0,0,0,0,9.29554655870445,0,0,2.76236559139785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25416666666667,0,0,0,0,0,0,0,0,18.6755793226381,0,0.39198606271777,0,0,0,0,0,0,0,0,0,0,-4.46372688477952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.04375,0,64.5352112676056,17.3762237762238,0,17.261355695318,0,0,0,0,13.5386039132734,0,0,0,0,0,0,0,20.7549019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7871794871795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.816742081448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.6265734265734,0,17.3762237762238,127.347792998478,0,-7.77009084556254,0,0,0,0,-0.867265996827076,0,0,0,0,0,0,0,15.1959361393324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9046941678521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.138969521045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,87.4884210526316,0,0,0,0,31.9278919330289,0,3.66738738738739,17.9446460980036,0,0,0,0,0,0,0,4.95676691729323,0,0,0,0,0,0,0,25.6525821596244,0,0,0,0,0,0,0,0,26.4912891986063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21719457013575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.065233785822,0,17.261355695318,-7.77009084556254,0,99.7107344632768,0,0,0,0,6.42383107088989,0,0,0,0,0,0,0,31.843537414966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410924369747899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.740863787375415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,73.2436773752563,18.0654054054054,16.4923395445135,0,0,0,0,0,0,0,0,15.1073943661972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919642857142857,0,0,0,0,18.5454545454545,0,0,0,-14.2042372881356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5856236786469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.44462901439646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,18.0654054054054,53.2820728291316,6.24708624708625,0,0,0,0,0,0,0,0,14.1946343130554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06704260651629,0,0,0,0,1.33783783783784,0,0,0,-7.9765558397272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40425531914894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60979591836735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,16.4923395445135,6.24708624708625,68.7503086419753,0,0,0,0,0,0,0,0,6.51160578386606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9160784313725,0,0,0,0,18.3739495798319,0,0,0,7.82043269230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.69556025369979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93579931972789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,31.9278919330289,0,0,0,0,77.3055365686945,0,-7.72964912280702,11.4573934837093,0,0,0,0,0,0,0,-1.63636363636364,0,0,0,0,0,0,0,5.49505327245053,0,0,0,0,0,0,0,0,2.31063122923588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.461175616836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
