"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Tanner Roark",8700,"WAS@OAK 04:05PM ET",15.527,"WAS","OAK",16.66,15.3,15.3775,NA,17.65
"SP","Jose Berrios",8000,"MIN@LAA 03:37PM ET",23.75,"MIN","LAA",15.85,17.4,11.571,NA,16.1
"SP","Kyle Hendricks",7800,"STL@CHC 07:38PM ET",13.85,"CHC","STL",18.33,15.7,17.37,NA,2.8
"SP","Sonny Gray",7600,"WAS@OAK 04:05PM ET",14.242,"OAK","WAS",13.11,13.4,16.02,NA,17.55
"SP","Ariel Miranda",7000,"TB@SEA 04:10PM ET",13.021,"SEA","TB",17.39,12.5,15.877,NA,39.75
"SP","Ricky Nolasco",6800,"MIN@LAA 03:37PM ET",12.723,"LAA","MIN",14.38,13.1,16.113,NA,15.95
"SP","Michael Wacha",6700,"STL@CHC 07:38PM ET",14.617,"STL","CHC",15.14,13.7,13.025,NA,1.75
"SP","Jeff Hoffman",6300,"COL@SD 04:40PM ET",18.517,"COL","SD",18.32,18.2,12.862,NA,33.95
"SP","Erasmo Ramirez",5800,"TB@SEA 04:10PM ET",5.947,"TB","SEA",13.88,11.3,12.022,NA,7.7
"SP","Brad Peacock",5600,"HOU@TEX 03:05PM ET",8.1,"HOU","TEX",13.23,13.8,12.428,NA,27.9
"SP","Martin Perez",5100,"HOU@TEX 03:05PM ET",11.223,"TEX","HOU",12.38,10.6,9.819,NA,-3.75
"SP","Jarred Cosart",4200,"COL@SD 04:40PM ET",3.7,"SD","COL",12.56,7.8,11.267,NA,7.6
