"Mike Trout_LAA","Jose Altuve_HOU","Carlos Correa_HOU","George Springer_HOU","Brian Dozier_MIN","Francisco Lindor_CLE","Michael Brantley_CLE","Carlos Santana_CLE","Edwin Encarnacion_CLE","Jason Kipnis_CLE","Hunter Pence_SF","Jose Ramirez_CLE","Miguel Sano_MIN","Alex Bregman_HOU","Buster Posey_SF","Evan Gattis_HOU","Brandon Belt_SF","Eduardo Nunez_SF","Albert Pujols_LAA","Carlos Beltran_HOU","Denard Span_SF","Max Kepler_MIN","Joe Mauer_MIN","Josh Reddick_HOU","Joe Panik_SF","Lorenzo Cain_KC","Kennys Vargas_MIN","Robbie Grossman_MIN","Norichika Aoki_HOU","Kole Calhoun_LAA","Eric Hosmer_KC","Brandon Crawford_SF","Tyler Naquin_CLE","Eddie Rosario_MIN","Byron Buxton_MIN","Brian McCann_HOU","CJ Cron_LAA","Cameron Maybin_LAA","Mike Moustakas_KC","Yuli Gurriel_HOU","Luis Valbuena_LAA","Derek Fisher_HOU","Alex Gordon_KC","Lonnie Chisenhall_CLE","Jorge Polanco_MIN","Abraham Almonte_CLE","Jefry Marte_LAA","Brandon Moss_KC","Jarrett Parker_SF","Jorge Soler_KC","Brandon Guyer_CLE","Bradley Zimmer_CLE","Nick Hundley_SF","Whit Merrifield_KC","Peter O'Brien_KC","Marwin Gonzalez_HOU","Yunel Escobar_LAA","Ben Revere_LAA","Salvador Perez_KC","Mac Williamson_SF","Yan Gomes_CLE","Austin Jackson_CLE","Andrelton Simmons_LAA","Kelby Tomlinson_SF","Cheslor Cuthbert_KC","Alcides Escobar_KC","Giovanny Urshela_CLE","Danny Santana_MIN","Danny Espinosa_LAA","Paulo Orlando_KC","Billy Burns_KC","Jason Castro_MIN","Yandy Diaz_CLE","Jake Marisnick_HOU","Gorkys Hernandez_SF","Chris Gimenez_MIN","Eduardo Escobar_MIN","Ryan O'Hearn_KC","Conor Gillaspie_SF","Roberto Perez_CLE","Terrance Gore_KC","Christian Colon_KC","Michael Martinez_CLE","Ehire Adrianza_MIN","Tim Federowicz_SF","Martin Maldonado_LAA","Raul Mondesi_KC","Aaron Hill_SF","Carlos Perez_LAA","Chris Marrero_SF","Cliff Pennington_LAA","Drew Butera_KC"
21.6923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2363820273171,0,0,0,0,0,0,0,0,0,0,-5.43824258946304,0,0,0,0,0,0,-0.691061582445323,-7.32171176600153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2668422491618,0,0,0,0,0,-12.4720023101877,0,0,0,0,0,25.1175106818453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.30315419275547,0,0,0,0,0,0
0,72.5897435897436,4.32155539496447,7.1157101636663,0,0,0,0,0,0,0,0,0,23.0740331795367,0,12.0430405368327,0,0,0,6.8275893139842,0,0,0,11.6844426127387,0,0,0,0,38.6715454694923,0,0,0,0,0,0,-12.2745721552291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99857420351774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.32155539496447,9.69090909090909,0.24760801016529,0,0,0,0,0,0,0,0,0,1.9419779358951,0,0.856480609251678,0,0,0,9.0406967383112,0,0,0,-2.25883920062535,0,0,0,0,6.08605704095957,0,0,0,0,0,0,1.67686347461548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.97471975473846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.1157101636663,0.24760801016529,82.6923076923077,0,0,0,0,0,0,0,0,0,13.5995415251225,0,56.6993502803238,0,0,0,-7.37577366368877,0,0,0,3.71059983817044,0,0,0,0,-29.1799645747745,0,0,0,0,0,0,-31.2354588985982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8756951238874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,29.3444444444444,0,0,0,0,0,0,0,-3.63937530341207,0,0,0,0,0,0,0,0,19.390804289292,-2.58755628568945,0,0,0,0,5.108845427346,0,0,0,0,0,-1.82633934347889,16.6278547556025,0,0,0,0,0,0,0,0,0,-3.92122746350717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.78597025363666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,133.636363636364,-5.89449351370194,6.83433220729037,-11.1361277132426,0,0,10.5450339508375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.63817453604287,0,0,0,0,0,0,0,0,0,0,0,12.1619264716756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-5.89449351370194,37.2777777777778,-32.4207768575361,28.9601569851143,0,0,22.6364732452193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1033034837935,0,0,0,0,0,0,0,0,0,0,0,1.29444799954808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6.83433220729037,-32.4207768575361,75.4545454545455,-7.43886586364511,0,0,111.530289612847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.9052966768711,0,0,0,0,0,0,0,0,0,0,0,-6.53113136598413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-11.1361277132426,28.9601569851143,-7.43886586364511,39.719696969697,0,0,29.816710118679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.61501741516188,0,0,0,0,0,0,0,0,0,0,0,-2.68830259734276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
