"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Mookie Betts",5800,"BOS@MIL 01:10PM ET",9.2,"BOS","MIL",9.43,9.3,9.98,NA,"1","1",29
"1B/OF","Hanley Ramirez",5700,"BOS@MIL 01:10PM ET",7.571,"BOS","MIL",NA,0,1.76,NA,"x","x",NA
"OF","Ryan Braun",5600,"BOS@MIL 01:10PM ET",9.357,"MIL","BOS",NA,0,2.14,NA,"x","x",NA
"1B","Eric Thames",5500,"BOS@MIL 01:10PM ET",12.219,"MIL","BOS",NA,0,2.02,NA,"x","x",NA
"OF","Bryce Harper",5500,"BAL@WAS 07:05PM ET",12.968,"WAS","BAL",NA,NA,NA,NA,"3","x",NA
"SS","Corey Seager",5400,"LAD@COL 08:40PM ET",8.529,"LAD","COL",9.36,10,9.59,NA,"2","2",7
"OF","Mike Trout",5300,"DET@LAA 10:07PM ET",11,"LAA","DET",8.28,9.1,9.9,NA,"x","3",0
"3B","Nolan Arenado",5300,"LAD@COL 08:40PM ET",8.943,"COL","LAD",10.73,10.2,10.32,NA,"3","3",25
"1B","Paul Goldschmidt",5200,"PIT@ARI 09:40PM ET",11.2,"ARI","PIT",8.12,9.2,9.99,NA,"3","3",3
"OF","Charlie Blackmon",5200,"LAD@COL 08:40PM ET",9.889,"COL","LAD",8.9,9.5,10.02,NA,"1","1",0
"3B","Justin Turner",5100,"LAD@COL 08:40PM ET",8.424,"LAD","COL",9.77,10.2,9.48,NA,"3","3",3
"2B","Daniel Murphy",5100,"BAL@WAS 07:05PM ET",9.882,"WAS","BAL",NA,NA,NA,NA,"5","x",NA
"SS","Xander Bogaerts",5000,"BOS@MIL 01:10PM ET",7.759,"BOS","MIL",7.59,7.2,8.22,NA,"3","3",16
"OF","Andrew Benintendi",5000,"BOS@MIL 01:10PM ET",9.563,"BOS","MIL",9.95,9.8,8.43,NA,"4","4",0
"1B","Mark Reynolds",5000,"LAD@COL 08:40PM ET",10.114,"COL","LAD",9.14,8.2,8.39,NA,"6","4",15
"OF","Yasiel Puig",5000,"LAD@COL 08:40PM ET",7.676,"LAD","COL",8.65,10.9,9.34,NA,"7","7",2
"SS","Trea Turner",5000,"BAL@WAS 07:05PM ET",9.042,"WAS","BAL",NA,NA,NA,NA,"1","x",NA
"2B","Jonathan Villar",4900,"BOS@MIL 01:10PM ET",7.118,"MIL","BOS",7.89,7.8,8.78,NA,"1","1",10
"2B","DJ LeMahieu",4900,"LAD@COL 08:40PM ET",6.222,"COL","LAD",9.34,8.7,8.68,NA,"2","2",4
"OF","Joc Pederson",4900,"LAD@COL 08:40PM ET",5.708,"LAD","COL",7.26,11.4,1.95,NA,"x","1",5
"1B/OF","Cody Bellinger",4900,"LAD@COL 08:40PM ET",12.067,"LAD","COL",8.37,9.4,7.03,NA,"5","4",10
"1B","Ryan Zimmerman",4900,"BAL@WAS 07:05PM ET",12.364,"WAS","BAL",NA,NA,NA,NA,"4","x",NA
"3B","Manny Machado",4900,"BAL@WAS 07:05PM ET",8.667,"BAL","WAS",NA,NA,NA,NA,"3","x",NA
"1B","Jose Abreu",4800,"MIN@CWS 08:10PM ET",7.9,"CWS","MIN",8.53,7.9,8.71,NA,"3","3",0
