"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"1B","Paul Goldschmidt",5600,"MIL@ARI 09:40PM ET",11.097,"ARI","MIL",10.22,10.8,11.84,NA,"3","3",12
"OF","George Springer",5500,"LAA@HOU 08:10PM ET",9.589,"HOU","LAA",NA,0,1.91,NA,"x","x",NA
"3B","Jake Lamb",5500,"MIL@ARI 09:40PM ET",10.259,"ARI","MIL",9.98,10.2,10.01,NA,"4","4",22
"OF","JD Martinez",5400,"DET@BOS 07:10PM ET",10.76,"DET","BOS",10.05,10.1,9.12,NA,"5","5",11
"OF","Aaron Judge",5300,"BAL@NYY 07:35PM ET",11.309,"NYY","BAL",9.21,9.7,11.09,NA,"3","3",4
"2B","Jose Altuve",5300,"LAA@HOU 08:10PM ET",9.65,"HOU","LAA",9.75,9.3,9.64,NA,"3","2",0
"SS","Carlos Correa",5300,"LAA@HOU 08:10PM ET",9.455,"HOU","LAA",9.24,9.1,8.99,NA,"4","3",0
"1B","Ryan Zimmerman",5300,"TEX@WAS 07:05PM ET",10.661,"WAS","TEX",9.85,8,8.04,NA,"4","4",10
"OF","Bryce Harper",5300,"TEX@WAS 07:05PM ET",11.231,"WAS","TEX",11.21,10.7,9.88,NA,"3","3",3
"OF","Justin Upton",5200,"DET@BOS 07:10PM ET",8.456,"DET","BOS",8.19,9.9,8.15,NA,"6","6",5
"SS","Trea Turner",5200,"TEX@WAS 07:05PM ET",10.082,"WAS","TEX",9.72,10.2,9.92,NA,"1","1",2
"OF","Nelson Cruz",5100,"TOR@SEA 10:10PM ET",8.759,"SEA","TOR",8.01,6.8,8.81,NA,"4","4",2
"SS","Zack Cozart",5100,"CIN@LAD 10:10PM ET",9.889,"CIN","LAD",7.61,5.6,6.07,NA,"2","2",2
"3B","Miguel Sano",5000,"MIN@SF 10:15PM ET",10.056,"MIN","SF",9.23,7.6,7.07,NA,"3","3",0
"1B","Joey Votto",4900,"CIN@LAD 10:10PM ET",10.492,"CIN","LAD",7.95,6.6,7.27,NA,"3","3",14
"OF","Michael Conforto",4900,"NYM@ATL 07:35PM ET",9.736,"NYM","ATL",9.01,9.6,9.58,NA,"1","1",0
"OF","Andrew McCutchen",4800,"MIA@PIT 07:05PM ET",7.552,"PIT","MIA",8.52,7.8,8.69,NA,"6","6",10
"OF","Corey Dickerson",4800,"OAK@TB 07:10PM ET",9.517,"TB","OAK",8.67,8.6,9.99,NA,"1","2",18
"3B","Josh Donaldson",4800,"TOR@SEA 10:10PM ET",9.8,"TOR","SEA",8.56,8.1,9.15,NA,"2","2",8
"1B/OF","Eric Thames",4800,"MIL@ARI 09:40PM ET",9.852,"MIL","ARI",8.83,10.3,8.74,NA,"3","3",7
"OF","Domingo Santana",4800,"MIL@ARI 09:40PM ET",8.491,"MIL","ARI",7.78,9.1,8.23,NA,"2","2",11
"1B/OF","Cody Bellinger",4800,"CIN@LAD 10:10PM ET",9.19,"LAD","CIN",5.9,6.9,7.34,NA,"x","7",2
"OF","Andrew Benintendi",4700,"DET@BOS 07:10PM ET",8.107,"BOS","DET",8.06,9.6,9.88,NA,"3","5",5
"2B/3B","Josh Harrison",4700,"MIA@PIT 07:05PM ET",7.621,"PIT","MIA",7.64,7.7,9.62,NA,"2","2",13
"1B","Logan Morrison",4700,"OAK@TB 07:10PM ET",8.259,"TB","OAK",8.06,7.9,8.91,NA,"4","4",18
"1B","Justin Smoak",4700,"TOR@SEA 10:10PM ET",8.525,"TOR","SEA",8.37,7.6,7.4,NA,"5","5",5
"OF","Ryan Braun",4700,"MIL@ARI 09:40PM ET",8.581,"MIL","ARI",NA,0,NA,NA,"x","x",NA
"3B","Travis Shaw",4700,"MIL@ARI 09:40PM ET",9.453,"MIL","ARI",NA,0,1.78,NA,"x","x",NA
"2B","Neil Walker",4700,"NYM@ATL 07:35PM ET",7.981,"NYM","ATL",NA,0,2.03,NA,"x","x",NA
"1B/OF","Jay Bruce",4700,"NYM@ATL 07:35PM ET",8.944,"NYM","ATL",8.09,9.1,9.26,NA,"3","3",8
"1B","Freddie Freeman",4700,"NYM@ATL 07:35PM ET",12.514,"ATL","NYM",NA,0,NA,NA,"x","x",NA
"OF","Ender Inciarte",4700,"NYM@ATL 07:35PM ET",8.948,"ATL","NYM",7.77,8.1,9.15,NA,"1","1",0
"SS","Elvis Andrus",4700,"TEX@WAS 07:05PM ET",9.103,"TEX","WAS",6.26,7.3,6.79,NA,"2","2",5
"3B","Anthony Rendon",4700,"TEX@WAS 07:05PM ET",8.964,"WAS","TEX",8.5,7.6,7.43,NA,"6","6",7
"OF","Brett Gardner",4600,"BAL@NYY 07:35PM ET",9.528,"NYY","BAL",8.12,9.2,9.66,NA,"1","1",8
"3B","Manny Machado",4600,"BAL@NYY 07:35PM ET",7.5,"BAL","NYY",NA,0,1.79,NA,"x","x",NA
"C","Gary Sanchez",4600,"BAL@NYY 07:35PM ET",8.563,"NYY","BAL",6.89,9.1,9.44,NA,"6","6",12
"2B","Robinson Cano",4600,"TOR@SEA 10:10PM ET",8.519,"SEA","TOR",8.69,7.8,8.49,NA,"3","3",7
"1B/OF","Marwin Gonzalez",4600,"LAA@HOU 08:10PM ET",8.646,"HOU","LAA",6.19,7.2,7.45,NA,"x","6",10
"2B","Daniel Murphy",4600,"TEX@WAS 07:05PM ET",9.473,"WAS","TEX",9.68,9.2,8.2,NA,"5","5",8
"1B","Miguel Cabrera",4500,"DET@BOS 07:10PM ET",7.191,"DET","BOS",8.51,11.5,9.18,NA,"3","3",0
"SS","Xander Bogaerts",4500,"DET@BOS 07:10PM ET",8.455,"BOS","DET",7.75,9.3,10.34,NA,"4","3",8
"1B","Chris Davis",4500,"BAL@NYY 07:35PM ET",7.421,"BAL","NYY",5.89,8.8,7.8,NA,"5","5",6
"OF","Aaron Hicks",4500,"BAL@NYY 07:35PM ET",9.404,"NYY","BAL",7.2,9.2,9.15,NA,"2","2",30
"2B","Starlin Castro",4500,"BAL@NYY 07:35PM ET",8.526,"NYY","BAL",6.16,7.8,8.46,NA,"5","5",16
