"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Mike Trout",5400,"CWS@LAA 10:07PM ET",11.757,"LAA","CWS",10.72,10.3,10.81,NA,"2","2",11
"OF","Ryan Braun",4900,"MIL@SD 10:10PM ET",9.357,"MIL","SD",NA,0,NA,NA,"x","x",NA
"2B","Robinson Cano",4700,"OAK@SEA 10:10PM ET",8.889,"SEA","OAK",NA,NA,NA,NA,"3","x",NA
"1B","Eric Thames",4700,"MIL@SD 10:10PM ET",11.444,"MIL","SD",NA,NA,NA,NA,"2","x",NA
"SS","Jean Segura",4600,"OAK@SEA 10:10PM ET",10.519,"SEA","OAK",7.61,6.8,8.78,NA,"1","1",5
"1B","Jose Abreu",4500,"CWS@LAA 10:07PM ET",7.657,"CWS","LAA",7.62,6.7,7.63,NA,"3","4",5
"SS","Corey Seager",4500,"LAD@SF 10:15PM ET",8.564,"LAD","SF",NA,NA,NA,NA,"2","x",NA
"OF","Nelson Cruz",4400,"OAK@SEA 10:10PM ET",9.154,"SEA","OAK",7.83,6.8,8.96,NA,"4","3",19
"1B","Wil Myers",4400,"MIL@SD 10:10PM ET",9.425,"SD","MIL",8.21,7.9,8.51,NA,"3","3",14
"2B","Jonathan Villar",4400,"MIL@SD 10:10PM ET",7.718,"MIL","SD",8.17,8.6,8.43,NA,"1","1",0
"1B/OF","Cody Bellinger",4400,"LAD@SF 10:15PM ET",11.15,"LAD","SF",NA,NA,NA,NA,"6","x",NA
"1B","Yonder Alonso",4300,"OAK@SEA 10:10PM ET",8.778,"OAK","SEA",7.26,7.3,7.57,NA,"4","4",6
"OF","Keon Broxton",4200,"MIL@SD 10:10PM ET",7.914,"MIL","SD",5.94,7.1,6.57,NA,"6","2",5
"3B","Travis Shaw",4200,"MIL@SD 10:10PM ET",9.4,"MIL","SD",NA,NA,NA,NA,"4","x",NA
"1B/C","Buster Posey",4200,"LAD@SF 10:15PM ET",8.871,"SF","LAD",7.6,6.7,7.12,NA,"4","4",6
"OF","Ben Gamel",3900,"OAK@SEA 10:10PM ET",9.5,"SEA","OAK",NA,6.3,7.9,NA,"2","2",0
"3B","Justin Turner",3900,"LAD@SF 10:15PM ET",8.081,"LAD","SF",7.3,6.6,8.11,NA,"3","3",8
"3B","Todd Frazier",3800,"CWS@LAA 10:07PM ET",5.967,"CWS","LAA",6.7,6.3,6.75,NA,"5","6",7
"OF","Avisail Garcia",3800,"CWS@LAA 10:07PM ET",8.8,"CWS","LAA",6.01,5.9,6.43,NA,"4","5",12
"OF/SS","Hernan Perez",3800,"MIL@SD 10:10PM ET",7.818,"MIL","SD",6.18,7.3,7.52,NA,"3","3",5
"OF","Domingo Santana",3800,"MIL@SD 10:10PM ET",7.459,"MIL","SD",6.94,7.4,6.95,NA,"5","5",7
"OF","Joc Pederson",3800,"LAD@SF 10:15PM ET",5.69,"LAD","SF",5.61,5.5,1.7,NA,"x","7",0
"OF","Yasiel Puig",3800,"LAD@SF 10:15PM ET",7.711,"LAD","SF",6.17,7.2,8.02,NA,"7","6",0
"1B","Albert Pujols",3700,"CWS@LAA 10:07PM ET",6.872,"LAA","CWS",7.07,7.4,8.13,NA,"3","3",9
"3B","Yunel Escobar",3700,"CWS@LAA 10:07PM ET",7.308,"LAA","CWS",NA,0,NA,NA,"x","x",NA
"OF","Rajai Davis",3700,"OAK@SEA 10:10PM ET",6.185,"OAK","SEA",NA,NA,NA,NA,"9","x",NA
"3B","Kyle Seager",3700,"OAK@SEA 10:10PM ET",6.694,"SEA","OAK",7.21,6.7,7.68,NA,"5","4",14
"OF","Hunter Pence",3700,"LAD@SF 10:15PM ET",5.649,"SF","LAD",NA,0,NA,NA,"x","x",NA
"3B","Trevor Plouffe",3600,"OAK@SEA 10:10PM ET",5.703,"OAK","SEA",NA,NA,NA,NA,"6","x",NA
"OF","Matt Joyce",3600,"OAK@SEA 10:10PM ET",5.441,"OAK","SEA",6.5,7.6,6.43,NA,"1","1",16
"OF","Khris Davis",3600,"OAK@SEA 10:10PM ET",8.139,"OAK","SEA",8.52,7.6,8.86,NA,"3","3",2
"1B/3B","Ryon Healy",3600,"OAK@SEA 10:10PM ET",6.351,"OAK","SEA",6.12,6.1,7.5,NA,"5","5",19
"OF","Manuel Margot",3600,"MIL@SD 10:10PM ET",7.333,"SD","MIL",6.09,7,7.67,NA,"1","1",8
"1B","Adrian Gonzalez",3600,"LAD@SF 10:15PM ET",4.533,"LAD","SF",NA,0,NA,NA,"x","x",NA
"3B/SS","Eduardo Nunez",3600,"LAD@SF 10:15PM ET",6.514,"SF","LAD",5.87,6,6.17,NA,"3","7",8
