"Bryce Harper_WAS","Anthony Rizzo_CHC","Trea Turner_WAS","Kris Bryant_CHC","Jose Altuve_HOU","Carlos Correa_HOU","Daniel Murphy_WAS","Ryan Zimmerman_WAS","Miguel Cabrera_DET","Brian Dozier_MIN","Kyle Schwarber_CHC","George Springer_HOU","Paul Goldschmidt_ARI","Miguel Sano_MIN","Francisco Lindor_CLE","Ben Zobrist_CHC","JD Martinez_DET","Jose Abreu_CWS","Rougned Odor_TEX","Edwin Encarnacion_CLE","Ian Kinsler_DET","Michael Brantley_CLE","Khris Davis_OAK","Shin-Soo Choo_TEX","Anthony Rendon_WAS","Adam Eaton_WAS","Carlos Santana_CLE","Jose Ramirez_CLE","Lorenzo Cain_KC","Todd Frazier_CWS","Maikel Franco_PHI","Adrian Beltre_TEX","Evan Gattis_HOU","Alex Bregman_HOU","Justin Upton_DET","Jason Kipnis_CLE","Melky Cabrera_CWS","Eric Hosmer_KC","Rajai Davis_OAK","Javier Baez_CHC","Carlos Beltran_HOU","Max Kepler_MIN","Odubel Herrera_PHI","Willson Contreras_CHC","Addison Russell_CHC","Mike Napoli_TEX","Carlos Gomez_TEX","AJ Pollock_ARI","Alex Gordon_KC","Mike Moustakas_KC","Joe Mauer_MIN","Trevor Plouffe_OAK","Elvis Andrus_TEX","Josh Reddick_HOU","Jonathan Lucroy_TEX","Michael Taylor_WAS","Jake Lamb_ARI","Brandon Moss_KC","Salvador Perez_KC","Jorge Soler_KC","Tim Anderson_CWS","Robbie Grossman_MIN","Kennys Vargas_MIN","Marcus Semien_OAK","Ryon Healy_OAK","Tommy Joseph_PHI","Cesar Hernandez_PHI","Norichika Aoki_HOU","Nomar Mazara_TEX","Jayson Werth_WAS","Yasmany Tomas_ARI","Nicholas Castellanos_DET","Matt Davidson_CWS","Whit Merrifield_KC","Peter O'Brien_KC","Eddie Rosario_MIN","Byron Buxton_MIN","Jason Heyward_CHC","Aaron Altherr_PHI","Brian McCann_HOU","Joey Gallo_TEX","Adam Lind_WAS","Victor Martinez_DET","Tyler Saladino_CWS","Stephen Vogt_OAK","Jorge Polanco_MIN","Michael Saunders_PHI","Albert Almora_CHC","Delino DeShields_TEX","Yuli Gurriel_HOU","David Peralta_ARI","Alex Avila_DET","Alcides Escobar_KC","Avisail Garcia_CWS","Cheslor Cuthbert_KC","Miguel Montero_CHC","Jon Jay_CHC","Tyler Naquin_CLE","Paulo Orlando_KC","Billy Burns_KC","Josh Phegley_OAK","Mark Canha_OAK","Howie Kendrick_PHI","Freddy Galvis_PHI","Jurickson Profar_TEX","Derek Fisher_HOU","Matt Wieters_WAS","Chris Owings_ARI","Brandon Drury_ARI","Jorge Bonifacio_KC","Yonder Alonso_OAK","Matt Szczur_CHC","Rhys Hoskins_PHI","Ian Happ_CHC","Marwin Gonzalez_HOU","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Charlie Tilson_CWS","Jed Lowrie_OAK","Danny Santana_MIN","Daniel Nava_PHI","Cameron Rupp_PHI","Tommy La Stella_CHC","Robinson Chirinos_TEX","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Brandon Guyer_CLE","Bradley Zimmer_CLE","Ryan O'Hearn_KC","Jake Smolinski_OAK","Jason Castro_MIN","Ryan LaMarre_OAK","Andrew Knapp_PHI","Pete Kozma_TEX","Brett Nicholas_TEX","Socrates Brito_ARI","Austin Jackson_CLE","Yan Gomes_CLE","Terrance Gore_KC","Chris Gimenez_MIN","Eduardo Escobar_MIN","Bruce Maxwell_OAK","Jake Marisnick_HOU","Ryan Rua_TEX","Stephen Drew_WAS","Giovanny Urshela_CLE","JaCoby Jones_DET","James McCann_DET","Christian Colon_KC","Leury Garcia_CWS","Jacob May_CWS","Brock Stassi_PHI","Wilmer Difo_WAS","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Yandy Diaz_CLE","Cody Asche_CWS","Matt Joyce_OAK","Andres Blanco_PHI","Hanser Alberto_TEX","Chris Heisey_WAS","Jose Iglesias_DET","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Raul Mondesi_KC","Adam Rosales_OAK","Ehire Adrianza_MIN","Chris Iannetta_ARI","Jim Adduci_DET","Roberto Perez_CLE","Yolmer Sanchez_CWS","Jose Lobaton_WAS","Daniel Descalso_ARI","Rafael Bautista_WAS","Kevan Smith_CWS","Chad Pinder_OAK","Ty Kelly_PHI","Eloy Jimenez_CHC","Tony Kemp_HOU","Nick Ahmed_ARI","Michael Martinez_CLE","Drew Butera_KC","Jaff Decker_OAK","Drew Robinson_TEX","Andrew Romine_DET","Zack Collins_CWS","Matt Olson_OAK","Jeff Mathis_ARI","Grant Green_WAS"
148.430830039526,0,51.2319711538461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.38322368421,84.0992647058823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9850643382353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61.1566666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.2319711538461,0,150.43956043956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,69.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,73.7228260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,37.6798418972332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,111.810276679842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,81.5368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,65.0769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,42.4078947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
