"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,3600,125,45,"Nick Castellanos","DET",NA,"3B",2,2,2,5,0,5,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,9500,45.1052631578947,42.85,"Michael Wacha","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,9,1,1,0,3,1,0
3,2,3100,122.58064516129,38,"Chris Davis","BAL",NA,"1B",4,2,2,6,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,10300,32.378640776699,33.35,"Brad Peacock","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,7,0,0,1,3,1,0
5,3,5700,52.6315789473684,30,"Bryce Harper","WAS",NA,"OF",3,2,1,1,0,4,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,3,14000,20.6785714285714,28.95,"Clayton Kershaw","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,0,0,0,7,1,0
7,4,4200,66.6666666666667,28,"Evan Gattis","HOU",NA,"C",7,2,2,2,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,4,9100,26.9230769230769,24.5,"Mike Clevinger","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,0,3,2,0
9,5,4400,54.5454545454545,24,"Travis Shaw","MIL",NA,"3B",4,1,1,3,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,3500,68.5714285714286,24,"Zack Cozart","CIN",NA,"SS",2,2,1,1,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,7,4600,50,23,"Gerardo Parra","COL",NA,"OF",3,3,0,1,0,3,2,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,8,3400,64.7058823529412,22,"Maikel Franco","PHI",NA,"3B",5,1,1,1,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,9,3800,57.8947368421053,22,"Didi Gregorius","NYY",NA,"SS",5,1,1,2,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,10,3700,56.7567567567568,21,"Carlos Asuaje","SD",NA,"2B",2,2,1,1,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,11,4500,46.6666666666667,21,"Miguel Sano","MIN",NA,"3B",4,1,1,1,0,4,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,12,4100,51.219512195122,21,"Hanley Ramirez","BOS",NA,"1B",4,1,1,1,0,6,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,13,4100,51.219512195122,21,"Dustin Pedroia","BOS",NA,"2B",3,1,1,2,0,7,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,14,4000,52.5,21,"Seth Smith","BAL",NA,"OF",7,2,1,1,0,4,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,15,4500,46.6666666666667,21,"Chris Taylor","LAD",NA,"2B/OF",1,1,0,0,1,5,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,16,3600,55.5555555555556,20,"Javier Baez","CHC",NA,"2B/SS",8,1,1,1,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,17,4200,47.6190476190476,20,"Willson Contreras","CHC",NA,"C",4,1,1,3,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,18,4000,50,20,"Matt Carpenter","STL",NA,"1B",1,1,0,1,0,5,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,19,4800,41.6666666666667,20,"Mark Reynolds","COL",NA,"1B",4,1,1,3,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,20,3700,54.0540540540541,20,"Adam Lind","WAS",NA,"1B",7,1,1,1,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,21,4100,48.780487804878,20,"Wil Myers","SD",NA,"1B",3,2,1,1,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,22,4000,50,20,"Khris Davis","OAK",NA,"OF",4,2,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,23,3000,66.6666666666667,20,"Chris Herrmann","ARI",NA,"C/OF",8,2,1,2,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,5,5300,37.6415094339623,19.95,"Edwin Jackson","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,0,0,2,3,0,0
29,6,6300,31.5873015873016,19.9,"Dylan Bundy","BAL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,0,0,1,4,1,1
30,24,3500,54.2857142857143,19,"Nick Williams","PHI",NA,"OF",3,1,1,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,25,3700,51.3513513513513,19,"Trey Mancini","BAL",NA,"1B/OF",6,1,1,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,7,4800,39.0625,18.75,"Chris Smith","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7,0,0,1,3,2,0
33,26,3700,48.6486486486486,18,"Rajai Davis","OAK",NA,"OF",1,1,0,0,2,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,27,4100,43.9024390243902,18,"Jonathan Schoop","BAL",NA,"2B",3,2,0,2,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,28,3300,54.5454545454545,18,"Reymond Fuentes","ARI",NA,"OF",9,1,1,3,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,8,11200,15.4464285714286,17.3,"Robbie Ray","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,0,0,2,4,3,0
37,9,5500,31.2727272727273,17.2,"Hector Velazquez","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,0,0,0,2,1,0
38,29,4900,34.6938775510204,17,"Anthony Rendon","WAS",NA,"3B",6,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
