"Anthony Rizzo_CHC","Giancarlo Stanton_MIA","Charlie Blackmon_COL","Nolan Arenado_COL","Bryce Harper_WAS","Edwin Encarnacion_CLE","Paul Goldschmidt_ARI","JD Martinez_ARI","AJ Pollock_ARI","Kris Bryant_CHC","Michael Brantley_CLE","Bradley Zimmer_CLE","Joey Votto_CIN","Gregor Blanco_ARI","Jonathan Schoop_BAL","Daniel Murphy_WAS","Gerardo Parra_COL","Mookie Betts_BOS","Jake Lamb_ARI","Willson Contreras_CHC","Adrian Beltre_TEX","Francisco Lindor_CLE","Eric Hosmer_KC","Adam Jones_BAL","Freddie Freeman_ATL","Adam Duvall_CIN","Anthony Rendon_WAS","Carlos Santana_CLE","Jason Kipnis_CLE","Jose Ramirez_CLE","Whit Merrifield_KC","Travis Shaw_MIL","Elvis Andrus_TEX","Manny Machado_BAL","Zack Cozart_CIN","Justin Bour_MIA","Marcell Ozuna_MIA","Christian Yelich_MIA","Starling Marte_PIT","Trea Turner_WAS","Hanley Ramirez_BOS","Mike Moustakas_KC","David Peralta_ARI","Ryan Braun_MIL","Ian Happ_CHC","Scooter Gennett_CIN","Mark Reynolds_COL","DJ LeMahieu_COL","Ben Zobrist_CHC","Chris Davis_BAL","Dee Gordon_MIA","Josh Harrison_PIT","Ryan Zimmerman_WAS","Brian Goodwin_WAS","Trevor Story_COL","Dustin Pedroia_BOS","Domingo Santana_MIL","Andrew McCutchen_PIT","Gregory Polanco_PIT","Miguel Sano_MIN","Eric Thames_MIL","Kyle Schwarber_CHC","Shin-Soo Choo_TEX","Josh Bell_PIT","Adam Frazier_PIT","Jorge Bonifacio_KC","Paul DeJong_STL","Khris Davis_OAK","Brian Dozier_MIN","Marcus Semien_OAK","Eddie Rosario_MIN","Aaron Altherr_PHI","Billy Hamilton_CIN","JT Realmuto_MIA","David Freese_PIT","Hunter Renfroe_SD","Ian Desmond_COL","Adam Eaton_WAS","David Dahl_COL","Tommy Pham_STL","Javier Baez_CHC","Albert Almora_CHC","Mike Napoli_TEX","Seth Smith_BAL","Mark Trumbo_BAL","Wilmer Difo_WAS","Lorenzo Cain_KC","Keon Broxton_MIL","Jonathan Villar_MIL","Rougned Odor_TEX","Nomar Mazara_TEX","Cesar Hernandez_PHI","Jose Pirela_SD","Wil Myers_SD","Manuel Margot_SD","Francisco Mejia_CLE","Xander Bogaerts_BOS","Dexter Fowler_STL","Randal Grichuk_STL","Yasmany Tomas_ARI","Carlos Gomez_TEX","Delino DeShields_TEX","Joey Gallo_TEX","Trey Mancini_BAL","Matt Kemp_ATL","Tommy Joseph_PHI","Matt Adams_ATL","Eugenio Suarez_CIN","Adam Lind_WAS","Austin Jackson_CLE","Jose Abreu_CWS","Brandon Moss_KC","Jackie Bradley_BOS","Andrew Benintendi_BOS","Daniel Descalso_ARI","Jon Jay_CHC","Jason Heyward_CHC","Addison Russell_CHC","Howie Kendrick_PHI","Tyler Flowers_ATL","Ender Inciarte_ATL","Nick Williams_PHI","Ryan Schimpf_SD","Carlos Gonzalez_COL","Eduardo Nunez_BOS","Mitch Moreland_BOS","Salvador Perez_KC","Stephen Piscotty_STL","Aledmys Diaz_STL","Yonder Alonso_OAK","Manny Pina_MIL","Hernan Perez_MIL","Victor Caratini_CHC","Welington Castillo_BAL","Brandon Phillips_ATL","Kurt Suzuki_ATL","Johan Camargo_ATL","Martin Prado_MIA","Derek Dietrich_MIA","Yangervis Solarte_SD","Jordy Mercer_PIT","Jose Osuna_PIT","Jayson Werth_WAS","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Bobby Bradley_CLE","Chris Owings_ARI","Matt Carpenter_STL","Brandon Drury_ARI","Joe Mauer_MIN","Rajai Davis_OAK","Eduardo Escobar_MIN","Robinson Chirinos_TEX","Nick Markakis_ATL","Odubel Herrera_PHI","Adonis Garcia_ATL","Michael Taylor_WAS","Pat Valaika_COL","Avisail Garcia_CWS","Yan Gomes_CLE","Greg Allen_CLE","Jhonny Peralta_BOS","Cheslor Cuthbert_KC","Chris Iannetta_ARI","Chris Herrmann_ARI","Jedd Gyorko_STL","Max Kepler_MIN","Ryon Healy_OAK","Stephen Vogt_MIL","Jesus Aguilar_MIL","Orlando Arcia_MIL","Caleb Joseph_BAL","Jurickson Profar_TEX","Freddy Galvis_PHI","Danny Santana_ATL","Cameron Rupp_PHI","Andrew Knapp_PHI","Alex Dickerson_SD","Carlos Asuaje_SD","Stephen Drew_WAS","Melky Cabrera_CWS","Brandon Guyer_CLE","Matt Davidson_CWS","Erik Gonzalez_CLE","Yoan Moncada_CWS","Paulo Orlando_KC","Sandy Leon_BOS","Billy Burns_KC","Rey Fuentes_ARI","Kennys Vargas_MIN","Jeimer Candelario_CHC","Mark Zagunis_CHC","JJ Hardy_BAL","Ronald Guzman_TEX","Daniel Nava_PHI","Maikel Franco_PHI","Arismendy Alcantara_CIN","Jordan Luplow_PIT","Alen Hanson_CWS","Chris Young_BOS","Yadier Molina_STL","Kolten Wong_STL","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Ketel Marte_ARI","Matt Joyce_OAK","Byron Buxton_MIN","Eric Sogard_MIL","Jace Peterson_ATL","Scott Schebler_CIN","Cory Spangenberg_SD","Alex Gordon_KC","Jorge Soler_KC","Rafael Devers_BOS","Chris Carter_OAK","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Tommy La Stella_CHC","Jonathan Lucroy_TEX","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Jesse Winker_CIN","Travis Jankowski_SD","Ryan Raburn_WAS","Stephen Cardullo_COL","Raimel Tapia_COL","Tom Murphy_COL","Giovanny Urshela_CLE","Tim Anderson_CWS","Brock Holt_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Ryan O'Hearn_KC","Socrates Brito_ARI","Jed Lowrie_OAK","Jason Castro_MIN","Ruben Tejada_BAL","Johnny Giavotella_BAL","Ryan Rua_TEX","Anthony Santander_BAL","Andy Ibanez_TEX","Ichiro Suzuki_MIA","Destin Hood_MIA","Matt Szczur_SD","Jabari Blash_SD","Danny Ortiz_PIT","Hector Sanchez_SD","Kevin Newman_PIT","Dustin Garneau_COL","Jordan Patterson_COL","Charlie Tilson_CWS","Yandy Diaz_CLE","Terrance Gore_KC","Robbie Grossman_MIN","Josh Phegley_OAK","Mark Canha_OAK","Joey Wendle_OAK","Matt Chapman_OAK","Jacob Nottingham_MIL","Paul Janish_BAL","Craig Gentry_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Hyun Soo Kim_BAL","David Washington_BAL","Luis Sardinas_BAL","Joey Rickard_BAL","Micah Johnson_ATL","Scott Kingery_PHI","AJ Ellis_MIA","Tucker Barnhart_CIN","Tomas Telis_MIA","Chase d'Arnaud_SD","Roberto Perez_CLE","Alcides Escobar_KC","Deven Marrero_BOS","Josh Rutledge_BOS","Sam Travis_BOS","Jose Martinez_STL","Harrison Bader_STL","Lewis Brinson_MIL","Corey Ray_MIL","Hanser Alberto_TEX","Brock Stassi_PHI","Rio Ruiz_ATL","Travis Demeritte_ATL","Christian Colon_MIA","Tyler Moore_MIA","Steve Lombardozzi_MIA","Christian Bethancourt_SD","Austin Hedges_SD","Franchy Cordero_SD","Luis Urias_SD","Jose Lobaton_WAS","Matt Wieters_WAS","Adrian Sanchez_WAS","Tyler Saladino_CWS","Willy Garcia_CWS","Adam Engel_CWS","Jeff Mathis_ARI","Jake Smolinski_OAK","Ryan LaMarre_OAK","Drew Stubbs_TEX","Cameron Perkins_PHI","Erick Aybar_SD","Francisco Cervelli_PIT","Elias Diaz_PIT","Phil Gosselin_PIT","Chris Bostick_PIT","Alexi Amarista_COL","Leury Garcia_CWS","Tyler Naquin_CLE","Yolmer Sanchez_CWS","Jacob May_CWS","Raul Mondesi_KC","Christian Walker_ARI","Adam Rosales_OAK","Ehire Adrianza_MIN","Bruce Maxwell_OAK","Yadiel Rivera_MIL","Michael Reed_MIL","Brett Phillips_MIL","Roman Quinn_PHI","Dansby Swanson_ATL","Rhys Hoskins_PHI","Mike Aviles_MIA","Devin Mesoraco_CIN","Miguel Rojas_MIA","JT Riddle_MIA","Patrick Kivlehan_CIN","Phillip Ervin_CIN","John Jaso_PIT","Ryan Hanigan_COL","Chris Heisey_WAS","Cristhian Adames_COL","Michael Martinez_CLE","Daniel Robertson_CLE","Omar Narvaez_CWS","Cody Asche_CWS","Drew Butera_KC","Christian Vazquez_BOS","Luke Voit_STL","Greg Garcia_STL","Jack Reinheimer_ARI","Magneuris Sierra_STL","Chris Gimenez_MIN","Jaycob Brugman_OAK","Matt Olson_OAK","Jett Bandy_MIL","Drew Robinson_TEX","Jose Peraza_CIN","Gift Ngoepe_PIT","Tony Wolters_COL","Pedro Severino_WAS","Geovany Soto_CWS","Kevan Smith_CWS","Ildemaro Vargas_ARI","Carson Kelly_STL","Dawel Lugo_ARI","Domingo Leyba_ARI","Zack Granite_MIN","Ryan Cordell_MIL","Sean Rodriguez_ATL","Ronald Acuna_ATL","Nick Senzel_CIN","Max Moroff_PIT","Rafael Bautista_WAS","Mike Tauchman_COL","Tzu-Wei Lin_BOS","Eric Fryer_STL","Dusty Coleman_SD","Jacob Stallings_PIT","Jose Rondon_SD","Allen Cordoba_SD","Luis Torrens_SD","John Bormann_PIT","Ramon Torres_KC","Hunter Dozier_KC","Jorge Polanco_MIN","Chad Pinder_OAK","Andres Blanco_PHI","Emilio Bonifacio_ATL","Ty Kelly_PHI","Jorge Alfaro_PHI","Chris Stewart_PIT","Grant Green_CWS","Zack Collins_CWS","Alex Mejia_STL","Anthony Recker_MIN","Jaff Decker_OAK","Ryan Lavarnway_OAK","Daniel Palka_MIN","Renato Nunez_OAK","Franklin Barreto_OAK","Lane Adams_ATL","Stuart Turner_CIN","Chad Huffman_WAS","Andrew Stevenson_WAS"
62.6688963210702,0,0,0,0,0,0,0,0,15.5980392156863,0,0,0,0,0,0,0,0,0,18.4972862957938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4853723404255,0,0,0,1.58834586466165,0,0,0,0,0,0,0,0,0,0,0,0,10.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49341527655838,0.820557491289199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9602564102564,21.0898617511521,4.50528169014085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.07142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,91.7878901373283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9068857589984,13.7889237199582,8.26828631138976,0,0,0,0,0,0,0,0,0,0,0,0,9.01921973608721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.21824561403509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55172413793103,4.31212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.4583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.43333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.05555555555556,25.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,-22.7727272727273,12.5942684766214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,73.4239316239316,24.560545308741,0,0,0,0,0,0,0,0,0,0,0,0,18.9779326364692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6534810126582,11.9979919678715,0,0,0,0,0,0,12.433489827856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44702467343977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53623188405797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,25.1184210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4448529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9479385045423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,24.560545308741,98.4314606741573,0,0,0,0,0,0,0,0,0,0,0,0,9.5531561461794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06475170399221,14.6597120188069,0,0,0,0,0,0,24.3830227743271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4570230607966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92098331870061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7032967032967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.05,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.24358974358974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,109.068808828302,0,0,0,0,0,0,0,0,0,0,3.96615805946792,0,0,0,0,0,0,0,0,0,0,26.8032724505327,0,0,0,0,0,0,0,0,0,0,0,0,19.065233785822,0,0,0,0,0,0,0,0,0,0,0,0,27.3057440072365,22.8204301075269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8235294117647,0,0,0,0,0,0,0,14.2483333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.065873015873,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7470238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7210526315789,20.5070134424313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,82.7618331053352,0,0,0,0,14.7783216783217,15.2462462462462,0,0,0,0,0,0,0,0,0,-7.14901960784314,0,0,0,0,0,2.075,-1.63636363636364,29.8274616079494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8522727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31063122923588,22.0620689655172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7022209234366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59090909090909,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.94444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.00752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,62.0728666209105,71.8666666666667,20.479797979798,0,0,0,0,7.76411290322581,0,0,0,0,0.274145006839945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74418604651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54905063291139,0,17.9178947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.98863636363636,22.1420454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,14.5878378378378,24.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44573170731707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,71.8666666666667,183.366666666667,-1.63333333333333,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.05,0,-4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,20.479797979798,-1.63333333333333,72.0536540240518,0,0,0,0,-10.6666666666667,0,0,0,0,6.46341463414634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3079365079365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.7037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.36397058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1869918699187,0,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41176470588235,10.5897435897436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.021978021978,-54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2813852813853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5980392156863,0,0,0,0,0,0,0,0,79.4835605453087,0,0,0,0,0,0,0,0,0,6.43098889476467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6273532668882,0,0,0,9.53506493506494,0,0,0,0,0,0,0,0,0,0,0,0,-2.04576271186441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73412698412698,13.6328828828829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0863697705803,13.2967213114754,11.1476982097187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66666666666667,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
