"Anthony Rizzo_CHC","Mookie Betts_BOS","Kris Bryant_CHC","Joey Votto_CIN","Nelson Cruz_SEA","Edwin Encarnacion_CLE","Kyle Schwarber_CHC","Robinson Cano_SEA","Francisco Lindor_CLE","Michael Brantley_CLE","Carlos Santana_CLE","Jose Ramirez_CLE","Jean Segura_SEA","Hanley Ramirez_BOS","Jason Kipnis_CLE","Kyle Seager_SEA","Mitch Haniger_SEA","Dexter Fowler_STL","Ben Zobrist_CHC","Matt Carpenter_STL","Jedd Gyorko_STL","Xander Bogaerts_BOS","Jackie Bradley_BOS","Danny Valencia_SEA","Adam Duvall_CIN","Dustin Pedroia_BOS","Aledmys Diaz_STL","Billy Hamilton_CIN","Stephen Piscotty_STL","Taylor Motter_SEA","Leonys Martin_SEA","Javier Baez_CHC","Andrew Benintendi_BOS","Willson Contreras_CHC","Addison Russell_CHC","Jarrod Dyson_SEA","Jose Peraza_CIN","Randal Grichuk_STL","Pablo Sandoval_BOS","Ben Gamel_SEA","Scooter Gennett_CIN","Scott Schebler_CIN","Phillip Ervin_CIN","Mitch Moreland_BOS","Eugenio Suarez_CIN","Jason Heyward_CHC","Yadier Molina_STL","Zack Cozart_CIN","Brock Holt_BOS","Albert Almora_CHC","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Guillermo Heredia_SEA","Arismendy Alcantara_CIN","Miguel Montero_CHC","Jon Jay_CHC","Mike Zunino_SEA","Shawn O'Malley_SEA","Brandon Guyer_CLE","Bradley Zimmer_CLE","Jhonny Peralta_STL","Carlos Ruiz_SEA","Tyler Naquin_CLE","Matt Adams_STL","Ian Happ_CHC","Chris Young_BOS","Matt Szczur_CHC","Yan Gomes_CLE","Austin Jackson_CLE","Kolten Wong_STL","Jesse Winker_CIN","Tommy La Stella_CHC","Chase d'Arnaud_BOS","Giovanny Urshela_CLE","Harrison Bader_STL","Sandy Leon_BOS","Marco Hernandez_BOS","Steve Selsky_BOS","Daniel Vogelbach_SEA","Mike Freeman_SEA","Yandy Diaz_CLE","Jose Martinez_STL","Devin Mesoraco_CIN","Greg Garcia_STL","Christian Vazquez_BOS","Josh Rutledge_BOS","Deven Marrero_BOS","Roberto Perez_CLE","Tucker Barnhart_CIN","Carson Kelly_STL","Michael Martinez_CLE","Eric Fryer_STL","Patrick Kivlehan_CIN","Eloy Jimenez_CHC","Stuart Turner_CIN"
65.8815789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75.9044117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,71.7131578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,70.9458874458875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,68.504329004329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,42.5906432748538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,30.6959064327485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,60.0276679841897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,98.2865497076023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,54.1813186813187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
