"Anthony Rizzo_CHC","Mookie Betts_BOS","Kris Bryant_CHC","Joey Votto_CIN","Nelson Cruz_SEA","Edwin Encarnacion_CLE","Kyle Schwarber_CHC","Robinson Cano_SEA","Francisco Lindor_CLE","Michael Brantley_CLE","Carlos Santana_CLE","Jose Ramirez_CLE","Jean Segura_SEA","Hanley Ramirez_BOS","Jason Kipnis_CLE","Kyle Seager_SEA","Mitch Haniger_SEA","Dexter Fowler_STL","Ben Zobrist_CHC","Matt Carpenter_STL","Jedd Gyorko_STL","Xander Bogaerts_BOS","Jackie Bradley_BOS","Danny Valencia_SEA","Adam Duvall_CIN","Dustin Pedroia_BOS","Aledmys Diaz_STL","Billy Hamilton_CIN","Stephen Piscotty_STL","Taylor Motter_SEA","Leonys Martin_SEA","Javier Baez_CHC","Andrew Benintendi_BOS","Willson Contreras_CHC","Addison Russell_CHC","Jarrod Dyson_SEA","Jose Peraza_CIN","Randal Grichuk_STL","Pablo Sandoval_BOS","Ben Gamel_SEA","Scooter Gennett_CIN","Scott Schebler_CIN","Phillip Ervin_CIN","Mitch Moreland_BOS","Eugenio Suarez_CIN","Jason Heyward_CHC","Yadier Molina_STL","Zack Cozart_CIN","Brock Holt_BOS","Albert Almora_CHC","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Guillermo Heredia_SEA","Arismendy Alcantara_CIN","Miguel Montero_CHC","Jon Jay_CHC","Mike Zunino_SEA","Shawn O'Malley_SEA","Brandon Guyer_CLE","Bradley Zimmer_CLE","Jhonny Peralta_STL","Carlos Ruiz_SEA","Tyler Naquin_CLE","Matt Adams_STL","Ian Happ_CHC","Chris Young_BOS","Matt Szczur_CHC","Yan Gomes_CLE","Austin Jackson_CLE","Kolten Wong_STL","Jesse Winker_CIN","Tommy La Stella_CHC","Chase d'Arnaud_BOS","Giovanny Urshela_CLE","Harrison Bader_STL","Sandy Leon_BOS","Marco Hernandez_BOS","Steve Selsky_BOS","Daniel Vogelbach_SEA","Mike Freeman_SEA","Yandy Diaz_CLE","Jose Martinez_STL","Devin Mesoraco_CIN","Greg Garcia_STL","Christian Vazquez_BOS","Josh Rutledge_BOS","Deven Marrero_BOS","Roberto Perez_CLE","Tucker Barnhart_CIN","Carson Kelly_STL","Michael Martinez_CLE","Eric Fryer_STL","Patrick Kivlehan_CIN","Eloy Jimenez_CHC","Stuart Turner_CIN"
65.8815789473684,0,7.43421052631579,0,0,0,-2.41812865497076,0,0,0,0,0,0,0,0,0,0,0,2.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,16.7380952380952,0,29.0857142857143,1.17836257309942,0,0,0,0,0,0,0,0,0,0,29.1372549019608,0,0,0,-15.75,0,0,0,0,1.1,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75.9044117647059,0,0,0,0,0,0,0,0,0,0,0,21.047619047619,0,0,0,0,0,0,0,12.5164835164835,-30.1904761904762,0,0,5.64102564102564,0,0,0,0,0,0,40.275,0,0,0,0,0,18.8653846153846,0,0,0,0,21.3492647058824,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.2,0,0,0,0,0,0,0,0,0,1.77777777777778,-3.66666666666667,0,0,0,0,0,0,0,-22.8809523809524,0,0,0,0,0,0,0,0,0,0
7.43421052631579,0,71.7131578947368,0,0,0,8.99707602339181,0,0,0,0,0,0,0,0,0,0,0,22.5054945054945,0,0,0,0,0,0,0,0,0,0,0,0,0.80952380952381,0,-6.07142857142857,37.3713450292398,0,0,0,0,0,0,0,0,0,0,13.8562091503268,0,0,0,30.375,0,0,0,0,34.05,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,70.9458874458875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15789473684211,0,0,-3.43157894736842,0,0,0,0,0,0,0,0,10.312865497076,0,0,0,-26.875,8.45263157894737,0,0,16.3710526315789,0,0,5.74853801169591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29411764705882,0,0,0,-9.83333333333333,0,5.33333333333333
0,0,0,0,68.504329004329,0,0,9.3961038961039,0,0,0,0,34.4444444444444,0,0,10.0065359477124,4.31052631578947,0,0,0,0,0,0,7.60294117647059,0,0,0,0,0,19.0916666666667,17.3653846153846,0,0,0,0,17.7894736842105,0,0,0,-28,0,0,0,0,0,0,0,0,0,0,0,0,14.0444444444444,0,0,0,6.1952380952381,0,0,0,0,-8.04761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,42.5906432748538,0,0,-1.42690058479532,18.4120879120879,6.97076023391813,29.4191176470588,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.66666666666667,18.0909090909091,0,0,0,0,0,0,-1.11111111111111,0,0,0,30,0,0,0,0,8.75757575757576,0,0,0,0,0,0,0,0,0,0,0,0,-1.46969696969697,0,0,0,0,0,0,4.80952380952381,0,0,0,0,0,0,0
-2.41812865497076,0,8.99707602339181,0,0,0,30.6959064327485,0,0,0,0,0,0,0,0,0,0,0,4.51648351648352,0,0,0,0,0,0,0,0,0,0,0,0,8.9010989010989,0,6.64835164835165,15.2941176470588,0,0,0,0,0,0,0,0,0,0,16.7843137254902,0,0,0,0.857142857142857,0,0,0,0,42.35,22.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9.3961038961039,0,0,60.0276679841897,0,0,0,0,0.4,0,0,-5.08771929824561,6.69473684210526,0,0,0,0,0,0,-5.50735294117647,0,0,0,0,0,-1.27205882352941,3.03205128205128,0,0,0,0,15.4952380952381,0,0,0,48.5,0,0,0,0,0,0,0,0,0,0,0,0,-4.7,0,0,0,-7.7625,0,0,0,0,36.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-1.42690058479532,0,0,98.2865497076023,-14.4395604395604,7.98538011695906,3.76470588235294,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3.73636363636364,0,0,0,0,0,0,-13.3333333333333,0,0,0,24,0,0,0,0,0.833333333333333,-31.4,0,0,0,0,0,0,0,0,0,0,0,19.2727272727273,0,0,0,0,0,0,21.2142857142857,0,0,0,0,0,0,0
0,0,0,0,0,18.4120879120879,0,0,-14.4395604395604,54.1813186813187,2.84065934065934,18.025641025641,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.83333333333333,-26.8571428571429,0,0,0,0,0,0,-7.85,0,0,0,12,0,0,0,0,8.15555555555556,11.75,0,0,0,0,0,0,0,0,0,0,0,3.51388888888889,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0
0,0,0,0,0,6.97076023391813,0,0,7.98538011695906,2.84065934065934,62.5614035087719,49.4338235294118,0,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.1666666666667,9.12727272727273,0,0,0,0,0,0,5.44444444444444,0,0,0,0,0,0,0,0,-9.62121212121212,7.44444444444444,0,0,0,0,0,0,0,0,0,0,0,0.909090909090909,0,0,0,0,0,0,-0.214285714285714,0,0,0,0,0,0,0
0,0,0,0,0,29.4191176470588,0,0,3.76470588235294,18.025641025641,49.4338235294118,120.867647058824,0,0,-4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.166666666667,16.3363636363636,0,0,0,0,0,0,-11.7083333333333,0,0,0,0,0,0,0,0,-10.7636363636364,-7.02777777777778,0,0,0,0,0,0,0,0,0,0,0,20.1111111111111,0,0,0,0,0,0,4,0,0,0,0,0,0,0
