"Paul Goldschmidt_ARI","Nolan Arenado_COL","AJ Pollock_ARI","Charlie Blackmon_COL","Jake Lamb_ARI","Carlos Gonzalez_COL","Ian Desmond_COL","Mookie Betts_BOS","Trevor Story_COL","Yasmany Tomas_ARI","David Peralta_ARI","DJ LeMahieu_COL","Hanley Ramirez_BOS","David Dahl_COL","Chris Owings_ARI","Brandon Drury_ARI","Edwin Encarnacion_CLE","Brian Dozier_MIN","Xander Bogaerts_BOS","Michael Brantley_CLE","Francisco Lindor_CLE","Mark Reynolds_COL","Carlos Santana_CLE","Jackie Bradley_BOS","Miguel Sano_MIN","Jason Kipnis_CLE","Jose Ramirez_CLE","Dustin Pedroia_BOS","Gerardo Parra_COL","Socrates Brito_ARI","Lorenzo Cain_KC","Eric Hosmer_KC","Max Kepler_MIN","Andrew Benintendi_BOS","Joe Mauer_MIN","Alex Gordon_KC","Pablo Sandoval_BOS","Robbie Grossman_MIN","Kennys Vargas_MIN","Chris Herrmann_ARI","Stephen Cardullo_COL","Raimel Tapia_COL","Mike Moustakas_KC","Jorge Soler_KC","Mitch Moreland_BOS","Eddie Rosario_MIN","Byron Buxton_MIN","Dustin Garneau_COL","Salvador Perez_KC","Whit Merrifield_KC","Chris Iannetta_ARI","Tom Murphy_COL","Brock Holt_BOS","Jorge Polanco_MIN","Daniel Descalso_ARI","Brandon Moss_KC","Alcides Escobar_KC","Cheslor Cuthbert_KC","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Pat Valaika_COL","Lonnie Chisenhall_CLE","Brandon Guyer_CLE","Abraham Almonte_CLE","Billy Burns_KC","Bradley Zimmer_CLE","Chris Young_BOS","Tony Wolters_COL","Tyler Naquin_CLE","Jorge Bonifacio_KC","Austin Jackson_CLE","Yan Gomes_CLE","Peter O'Brien_KC","Sandy Leon_BOS","Chase d'Arnaud_BOS","Danny Santana_MIN","Steve Selsky_BOS","Marco Hernandez_BOS","Jeff Mathis_ARI","Giovanny Urshela_CLE","Ryan O'Hearn_KC","Jason Castro_MIN","Ryan Hanigan_COL","Cristhian Adames_COL","Terrance Gore_KC","Yandy Diaz_CLE","Chris Gimenez_MIN","Christian Vazquez_BOS","Eduardo Escobar_MIN","Deven Marrero_BOS","Josh Rutledge_BOS","Alexi Amarista_COL","Paulo Orlando_KC","Christian Colon_KC","Roberto Perez_CLE","Raul Mondesi_KC","Ehire Adrianza_MIN","Michael Martinez_CLE","Drew Butera_KC"
29,0,25,0,26,0,0,0,0,22,21,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,0,27,0,25,4,0,24,0,0,25,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
25,0,26,0,23,0,0,0,0,22,18,0,0,0,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,0,27,0,25,4,0,24,0,0,25,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
26,0,23,0,27,0,0,0,0,20,21,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,0,25,0,25,4,0,22,0,0,23,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,4,0,4,0,4,4,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,12,0,0,0,19,0,0,0,0,0,22,0,0,13,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0
0,24,0,24,0,22,2,0,24,0,0,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
22,0,22,0,20,0,0,0,0,23,16,0,0,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
